	When	Rad	Tair	RH	Wind	Pressure	Prec	Cl	ew	rho_air	huma	DoY
56	2014-12-03 08:00:00	90.0	0.746	95.5	0.5	82200.0	0.0	0.4040541	615.7791577	1.0454818	0.0046947	337
57	2014-12-03 09:00:00	115.0	1.146	91.0	0.5	82240.0	0.0	0.6920765	603.8976523	1.0444652	0.0046012	337
58	2014-12-03 10:00:00	142.0	1.746	83.7	0.3	82240.0	0.0	0.6046591	579.8575421	1.0421855	0.0044167	337
59	2014-12-03 11:00:00	201.0	2.446	81.6	0.5	82220.0	0.0	0.4923196	594.2331287	1.0392856	0.0045281	337
60	2014-12-03 12:00:00	252.0	3.346	74.7	0.7	82200.0	0.0	0.265	579.7875533	1.0356507	0.0044184	337
61	2014-12-03 13:00:00	144.0	3.246	75.6	1.2	82180.0	0.0	0.5048421	582.645425	1.0357733	0.0044414	337
62	2014-12-03 14:00:00	104.0	2.946	79.1	1.3	82180.0	0.0	0.3589937	596.8247852	1.0368988	0.0045503	337
63	2014-12-03 15:00:00	23.0	1.146	82.2	1.0	82210.0	0.0	0.295625	545.4987585	1.0440842	0.0041548	337
64	2014-12-03 16:00:00	0.0	-0.854	93.8	0.2	82250.0	0.0	0.4202399	538.5303625	1.0522647	0.0040994	337
65	2014-12-03 17:00:00	0.0	-1.754	97.6	0.3	82280.0	0.0	0.4202399	524.5722728	1.0561393	0.003991	337
66	2014-12-03 18:00:00	0.0	-2.054	93.6	0.5	82310.0	0.0	0.4202399	492.0771412	1.0576935	0.0037409	337
67	2014-12-03 19:00:00	0.0	-3.054	94.2	0.3	82320.0	0.0	0.4202399	459.8763006	1.0617385	0.0034943	337
68	2014-12-03 20:00:00	0.0	-3.154	92.5	0.4	82330.0	0.0	0.4202399	448.2294496	1.0622607	0.0034049	337
69	2014-12-03 21:00:00	0.0	-3.854	93.9	0.5	82330.0	0.0	0.4202399	431.845388	1.0650219	0.0032798	337
70	2014-12-03 22:00:00	0.0	-3.754	94.8	0.4	82330.0	0.0	0.4202399	439.2597812	1.0646266	0.0033364	337
71	2014-12-03 23:00:00	0.0	-3.054	93.4	0.6	82290.0	0.0	0.4202399	455.9707694	1.0613515	0.0034657	337
72	2014-12-04 00:00:00	0.0	-2.654	93.7	0.4	82280.0	0.0	0.0	471.2254297	1.0596533	0.0035828	338
73	2014-12-04 01:00:00	0.0	-2.354	92.9	0.6	82260.0	0.0	0.0	477.6952881	1.058222	0.0036331	338
74	2014-12-04 02:00:00	0.0	-2.154	93.2	0.4	82260.0	0.0	0.0	486.3719846	1.0574411	0.0036995	338
75	2014-12-04 03:00:00	0.0	-1.654	92.6	0.7	82270.0	0.0	0.0	501.3725922	1.0556219	0.0038139	338
76	2014-12-04 04:00:00	0.0	-1.654	93.8	0.3	82270.0	0.0002	0.0	507.8698612	1.0556219	0.0038636	338
77	2014-12-04 05:00:00	0.0	-1.754	96.0	0.3	82280.0	0.0001	0.0	515.9727273	1.0561393	0.0039251	338
78	2014-12-04 06:00:00	0.0	-1.754	96.6	0.1	82300.0	0.0004	0.0	519.1975569	1.056396	0.0039489	338
79	2014-12-04 07:00:00	24.0	-1.354	95.7	0.3	82320.0	0.0002	0.02	529.6975301	1.0550976	0.0040283	338
80	2014-12-04 08:00:00	68.0	-1.254	95.9	0.1	82350.0	0.0002	0.5497297	534.7098007	1.0550939	0.0040651	338
81	2014-12-04 09:00:00	119.0	-0.554	94.0	0.4	82380.0	0.0	0.6813661	551.6181655	1.0527679	0.004193	338
82	2014-12-04 10:00:00	157.0	0.146	93.5	0.6	82380.0	0.0001	0.6054872	577.3053976	1.0500715	0.0043896	338
83	2014-12-04 11:00:00	176.0	1.446	87.3	1.9	82370.0	0.0	0.5554639	591.9494228	1.0449733	0.0045023	338
84	2014-12-04 12:00:00	190.0	2.246	85.7	2.6	82340.0	0.0	0.4458333	615.2738729	1.0415583	0.0046828	338
85	2014-12-04 13:00:00	161.0	2.646	83.4	3.2	82330.0	0.0	0.446386	616.0298291	1.0399214	0.0046892	338
86	2014-12-04 14:00:00	88.0	2.646	82.9	2.5	82340.0	0.0	0.4576101	612.3366047	1.0400477	0.0046603	338
87	2014-12-04 15:00:00	17.0	1.946	83.8	2.6	82370.0	0.0	0.479375	588.903559	1.043074	0.004479	338
88	2014-12-04 16:00:00	0.0	1.246	88.9	2.4	82400.0	0.0	0.4983592	594.21334	1.0461158	0.004518	338
89	2014-12-04 17:00:00	0.0	0.546	91.1	1.6	82430.0	0.0	0.4983592	578.9944858	1.0491732	0.0043999	338
90	2014-12-04 18:00:00	0.0	0.546	91.6	1.2	82450.0	0.0	0.4983592	582.1722821	1.0494278	0.0044231	338
91	2014-12-04 19:00:00	0.0	0.546	90.6	1.6	82460.0	0.0	0.4983592	575.8166895	1.0495551	0.004374	338
92	2014-12-04 20:00:00	0.0	0.346	91.0	0.9	82500.0	0.0	0.4983592	570.0613311	1.0508321	0.0043278	338
93	2014-12-04 21:00:00	0.0	0.046	94.1	0.4	82520.0	0.0	0.4983592	576.815152	1.052241	0.0043784	338
94	2014-12-04 22:00:00	0.0	-0.054	94.7	0.3	82530.0	0.0	0.4983592	576.2984544	1.0527539	0.0043739	338
95	2014-12-04 23:00:00	0.0	-0.254	95.6	0.5	82530.0	0.0	0.4983592	573.3878195	1.0535254	0.0043517	338
96	2014-12-05 00:00:00	0.0	-0.154	93.4	1.1	82540.0	0.0	0.0	564.2768039	1.0532671	0.0042815	339
97	2014-12-05 01:00:00	0.0	-0.554	90.6	0.7	82540.0	0.0	0.0	531.6660191	1.0548127	0.0040325	339
98	2014-12-05 02:00:00	0.0	-0.754	92.5	0.9	82540.0	0.0	0.0	534.9577539	1.0555871	0.0040576	339
99	2014-12-05 03:00:00	0.0	-1.554	94.1	0.6	82520.0	0.0	0.0	513.2520226	1.0584399	0.0038929	339
100	2014-12-05 04:00:00	0.0	-2.554	93.6	0.3	82520.0	0.0	0.0	474.2234468	1.0623514	0.0035952	339
101	2014-12-05 05:00:00	0.0	-2.954	98.4	0.4	82550.0	0.0	0.0	483.9650555	1.0643109	0.0036681	339
102	2014-12-05 06:00:00	0.0	-2.854	91.4	0.9	82580.0	0.0	0.0	452.8883962	1.0643038	0.00343	339
103	2014-12-05 07:00:00	4.0	-2.554	91.0	1.2	82590.0	0.0	0.0	461.0505733	1.0632526	0.0034917	339
104	2014-12-05 08:00:00	58.0	-2.254	90.7	1.2	82620.0	0.0	0.6159459	469.8427836	1.0624609	0.0035574	339
105	2014-12-05 09:00:00	203.0	-2.154	91.7	0.6	82620.0	0.0	0.4564481	478.5441093	1.0620688	0.0036237	339
106	2014-12-05 10:00:00	352.0	-0.554	84.5	0.7	82590.0	0.0	0.1154872	495.8695211	1.0554516	0.003757	339
107	2014-12-05 11:00:00	388.0	0.946	73.2	0.8	82540.0	0.0	0.02	478.8373137	1.0490402	0.0036294	339
108	2014-12-05 12:00:00	331.0	2.146	65.4	0.5	82490.0	0.0	0.0345833	466.1998128	1.0438347	0.0035353	339
109	2014-12-05 13:00:00	113.0	1.646	72.8	0.7	82460.0	0.0	0.6114386	500.7503647	1.0453537	0.0038003	339
110	2014-12-05 14:00:00	92.0	1.946	73.4	0.5	82460.0	0.0	0.432956	515.8176758	1.0442137	0.0039153	339
111	2014-12-05 15:00:00	21.0	0.446	85.6	0.4	82470.0	0.0	0.356875	540.1236252	1.050066	0.0041005	339
112	2014-12-05 16:00:00	0.0	-0.954	90.8	0.6	82480.0	0.0	0.26189	517.5117163	1.0555948	0.0039273	339
113	2014-12-05 17:00:00	0.0	-1.554	90.2	0.6	82480.0	0.0	0.26189	491.9801535	1.0579268	0.0037324	339
114	2014-12-05 18:00:00	0.0	-1.954	92.4	0.4	82490.0	0.0	0.26189	489.3632571	1.0596157	0.003712	339
115	2014-12-05 19:00:00	0.0	-1.754	91.7	0.7	82490.0	0.0	0.26189	492.8614489	1.0588348	0.0037387	339
116	2014-12-05 20:00:00	0.0	-2.454	92.6	0.8	82480.0	0.0	0.26189	472.6433277	1.0614442	0.0035849	339
117	2014-12-05 21:00:00	0.0	-3.054	92.0	0.8	82480.0	0.0	0.26189	449.1360898	1.0638021	0.0034056	339
118	2014-12-05 22:00:00	0.0	-3.054	92.2	0.6	82490.0	0.0	0.26189	450.1124726	1.0639311	0.0034126	339
119	2014-12-05 23:00:00	0.0	-2.854	93.1	0.3	82480.0	0.0	0.26189	461.3119222	1.063015	0.0034984	339
120	2014-12-06 00:00:00	0.0	-2.354	92.5	0.2	82460.0	0.0	0.0	475.6384731	1.0607949	0.0036086	340
121	2014-12-06 01:00:00	0.0	-2.354	92.7	0.3	82430.0	0.0	0.0	476.6668806	1.060409	0.0036178	340
122	2014-12-06 02:00:00	0.0	-2.554	92.1	0.8	82410.0	0.0	0.0	466.6237121	1.0609353	0.003542	340
123	2014-12-06 03:00:00	0.0	-2.754	94.2	0.5	82380.0	0.0	0.0	470.2397163	1.0613335	0.0035709	340
124	2014-12-06 04:00:00	0.0	-2.954	93.6	0.7	82370.0	0.0	0.0	460.357004	1.0619902	0.0034958	340
125	2014-12-06 05:00:00	0.0	-3.154	95.1	0.3	82370.0	0.0	0.0	460.8283314	1.0627768	0.0034994	340
126	2014-12-06 06:00:00	0.0	-3.254	93.8	0.8	82400.0	0.0	0.0	451.1566109	1.0635578	0.0034243	340
127	2014-12-06 07:00:00	8.0	-2.754	94.3	0.4	82440.0	0.0	0.0	470.7389092	1.0621065	0.0035721	340
128	2014-12-06 08:00:00	64.0	-2.054	93.0	0.4	82460.0	0.0	0.3031111	488.9228005	1.059621	0.00371	340
129	2014-12-06 09:00:00	159.0	-1.354	91.9	1.5	82490.0	0.0	0.2435922	508.6646083	1.0572765	0.0038593	340
130	2014-12-06 10:00:00	248.0	-0.554	88.4	0.8	82470.0	0.0	0.3768205	518.7558067	1.0539181	0.0039373	340
131	2014-12-06 11:00:00	340.0	0.246	82.9	1.1	82440.0	0.0	0.1412371	515.5762711	1.0504519	0.0039144	340
132	2014-12-06 12:00:00	319.0	1.746	75.6	1.9	82400.0	0.0	0.0695833	523.7422961	1.0442131	0.0039788	340
133	2014-12-06 13:00:00	285.0	1.746	75.4	4.4	82380.0	0.0	0.02	522.3567345	1.0439596	0.0039692	340
134	2014-12-06 14:00:00	157.0	0.046	83.4	6.7	82390.0	0.0	0.02	511.2261815	1.0505833	0.0038836	340
135	2014-12-06 15:00:00	26.0	-1.554	89.8	5.8	82440.0	0.0	0.20375	489.7984233	1.0574138	0.0037176	340
136	2014-12-06 16:00:00	0.0	-2.354	90.3	4.4	82480.0	0.0	0.1385652	464.3259905	1.0610522	0.0035214	340
137	2014-12-06 17:00:00	0.0	-2.554	90.0	3.0	82520.0	0.0	0.1385652	455.9840835	1.0623514	0.0034561	340
138	2014-12-06 18:00:00	0.0	-2.554	89.4	3.4	82550.0	0.0	0.1385652	452.9441896	1.0627376	0.0034317	340
139	2014-12-06 19:00:00	0.0	-2.554	90.0	2.6	82570.0	0.0	0.1385652	455.9840835	1.0629951	0.003454	340
140	2014-12-06 20:00:00	0.0	-2.554	90.3	1.8	82570.0	0.0	0.1385652	457.5040304	1.0629951	0.0034656	340
141	2014-12-06 21:00:00	0.0	-2.454	90.3	2.1	82560.0	0.0	0.1385652	460.9038066	1.0624737	0.0034919	340
142	2014-12-06 22:00:00	0.0	-2.654	88.8	2.5	82570.0	0.0	0.1385652	446.5829045	1.0633881	0.0033824	340
143	2014-12-06 23:00:00	0.0	-2.754	88.1	2.4	82580.0	0.0	0.1385652	439.7889491	1.0639102	0.0033303	340
144	2014-12-07 00:00:00	0.0	-2.654	89.8	1.0	82580.0	0.0	0.0	451.6119913	1.0635169	0.0034203	341
145	2014-12-07 01:00:00	0.0	-3.054	93.9	0.8	82580.0	0.0001	0.0	458.4117264	1.0650919	0.0034721	341
146	2014-12-07 02:00:00	0.0	-3.454	94.5	0.6	82560.0	0.0	0.0	447.7956413	1.0664132	0.0033921	341
147	2014-12-07 03:00:00	0.0	-3.354	93.0	0.6	82530.0	0.0	0.0	443.9873229	1.0656306	0.0033643	341
148	2014-12-07 04:00:00	0.0	-3.354	92.8	0.5	82510.0	0.0	0.0	443.0325114	1.0653724	0.0033578	341
149	2014-12-07 05:00:00	0.0	-3.254	92.5	0.3	82510.0	0.0	0.0	444.9039074	1.0649776	0.0033721	341
150	2014-12-07 06:00:00	0.0	-4.154	96.0	0.4	82530.0	0.0	0.0	431.684414	1.0687998	0.0032706	341
151	2014-12-07 07:00:00	7.0	-4.254	95.1	1.3	82570.0	0.0	0.0	424.4380845	1.0697155	0.0032138	341
152	2014-12-07 08:00:00	48.0	-3.454	91.0	1.3	82610.0	0.0	0.4773333	431.2106175	1.0670591	0.0032638	341
153	2014-12-07 09:00:00	96.0	-2.754	87.6	1.2	82630.0	0.0	0.6422814	437.2929845	1.0645543	0.0033093	341
154	2014-12-07 10:00:00	210.0	-1.454	78.1	2.0	82600.0	0.0	0.4723077	429.1220999	1.0590761	0.0032483	341
155	2014-12-07 11:00:00	377.0	-0.354	69.5	1.3	82570.0	0.0	0.0477835	413.8262395	1.0544224	0.0031331	341
156	2014-12-07 12:00:00	336.0	0.846	63.5	2.8	82530.0	0.0	0.037193	412.4053275	1.0492959	0.0031238	341
157	2014-12-07 13:00:00	179.0	0.746	65.0	3.5	82520.0	0.0	0.3844912	419.1167042	1.0495518	0.0031752	341
158	2014-12-07 14:00:00	73.0	0.246	70.4	3.7	82520.0	0.0	0.5443312	437.8355789	1.0514713	0.0033178	341
159	2014-12-07 15:00:00	11.0	-0.054	70.8	4.1	82510.0	0.0	0.663125	430.8545995	1.0524988	0.003265	341
160	2014-12-07 16:00:00	0.0	-0.154	72.1	4.3	82540.0	0.0	0.3582053	435.5926934	1.0532671	0.0032999	341
161	2014-12-07 17:00:00	0.0	-0.354	73.0	6.1	82550.0	0.0	0.3582053	434.6664099	1.054167	0.0032925	341
162	2014-12-07 18:00:00	0.0	-0.254	70.8	7.1	82580.0	0.0	0.3582053	424.6428622	1.0541637	0.003215	341
163	2014-12-07 19:00:00	0.0	-0.454	72.0	5.8	82630.0	0.0	0.3582053	425.6040604	1.0555756	0.0032203	341
164	2014-12-07 20:00:00	0.0	-0.754	72.6	4.6	82670.0	0.0	0.3582053	419.8695452	1.0572497	0.0031752	341
165	2014-12-07 21:00:00	0.0	-0.954	73.4	4.7	82670.0	0.0	0.3582053	418.3409689	1.0580265	0.0031636	341
166	2014-12-07 22:00:00	0.0	-0.754	72.1	3.8	82670.0	0.0	0.3582053	416.9778817	1.0572497	0.0031532	341
167	2014-12-07 23:00:00	0.0	-0.754	70.4	4.0	82700.0	0.0	0.3582053	407.1462257	1.0576333	0.0030774	341
168	2014-12-08 00:00:00	0.0	-1.054	74.4	2.7	82700.0	0.0	0.6	420.9510852	1.0587994	0.0031822	342
169	2014-12-08 01:00:00	0.0	-1.454	78.4	2.1	82690.0	0.0	0.6	430.7704562	1.06023	0.0032573	342
170	2014-12-08 02:00:00	0.0	-2.054	86.1	1.5	82680.0	0.0	0.6	452.6478831	1.062448	0.003424	342
171	2014-12-08 03:00:00	0.0	-2.354	85.6	0.7	82640.0	0.0	0.6	440.158414	1.0631105	0.0033306	342
172	2014-12-08 04:00:00	0.0	-2.754	87.0	0.5	82650.0	0.0	0.6	434.2978271	1.064812	0.0032857	342
173	2014-12-08 05:00:00	0.0	-2.554	87.0	0.5	82640.0	0.0	0.6	440.784614	1.0638963	0.0033354	342
174	2014-12-08 06:00:00	0.0	-2.554	86.7	0.4	82660.0	0.0	0.6	439.2646671	1.0641537	0.003323	342
175	2014-12-08 07:00:00	12.0	-2.654	87.3	0.7	82670.0	0.0	0.51	439.0392744	1.0646759	0.0033209	342
176	2014-12-08 08:00:00	43.0	-2.054	84.9	0.7	82680.0	0.0	0.5317778	446.3392018	1.062448	0.003376	342
177	2014-12-08 09:00:00	124.0	-1.454	81.4	1.0	82670.0	0.0	0.5597101	447.2540196	1.0599736	0.0033834	342
178	2014-12-08 10:00:00	390.0	0.146	70.6	0.9	82630.0	0.0	0.02	435.9118831	1.0532581	0.0032987	342
179	2014-12-08 11:00:00	344.0	1.246	53.1	2.6	82530.0	0.0	0.131134	354.9238285	1.0477663	0.0026865	342
180	2014-12-08 12:00:00	233.0	0.746	50.9	3.2	82470.0	0.0	0.3476	328.2006191	1.0489159	0.0024852	342
181	2014-12-08 13:00:00	166.0	0.346	54.5	3.4	82410.0	0.0	0.429193	341.4103577	1.0496857	0.0025876	342
182	2014-12-08 14:00:00	91.0	-0.454	61.0	3.6	82390.0	0.0	0.4319745	360.5812178	1.0525096	0.0027342	342
183	2014-12-08 15:00:00	22.0	-1.354	65.0	3.7	82370.0	0.0	0.2014815	359.773662	1.0557385	0.0027287	342
184	2014-12-08 16:00:00	0.0	-1.854	67.1	5.3	82350.0	0.0	0.2602305	357.9985738	1.0574274	0.0027158	342
185	2014-12-08 17:00:00	0.0	-1.954	65.6	6.1	82360.0	0.0	0.2602305	347.426728	1.0579458	0.002635	342
186	2014-12-08 18:00:00	0.0	-2.254	67.0	4.8	82360.0	0.0	0.2602305	347.072398	1.0591174	0.0026323	342
187	2014-12-08 19:00:00	0.0	-2.754	72.2	3.9	82350.0	0.0	0.2602305	360.4172772	1.060947	0.0027342	342
188	2014-12-08 20:00:00	0.0	-3.054	72.8	3.3	82340.0	0.0	0.2602305	355.4033406	1.0619964	0.0026964	342
189	2014-12-08 21:00:00	0.0	-2.954	73.3	2.9	82330.0	0.0	0.2602305	360.5146196	1.0614745	0.0027357	342
190	2014-12-08 22:00:00	0.0	-3.654	82.2	3.0	82320.0	0.0	0.2602305	383.7360629	1.0641023	0.002913	342
191	2014-12-08 23:00:00	0.0	-3.754	87.7	3.5	82300.0	0.0	0.2602305	406.361633	1.0642387	0.0030864	342
192	2014-12-09 00:00:00	0.0	-3.654	86.1	4.4	82280.0	0.0	466.5	401.9425185	1.0635852	0.0030534	343
193	2014-12-09 01:00:00	0.0	-3.554	82.6	3.2	82290.0	0.0	466.5	388.4953522	1.06332	0.0029504	343
194	2014-12-09 02:00:00	0.0	-3.454	77.9	4.1	82310.0	0.0	466.5	369.1352429	1.063184	0.002802	343
195	2014-12-09 03:00:00	0.0	-3.554	72.0	3.5	82340.0	0.0	466.5	338.6400164	1.063966	0.0025687	343
196	2014-12-09 04:00:00	0.0	-3.554	64.5	4.1	82370.0	0.0	466.5	303.3650147	1.0643537	0.0022993	343
197	2014-12-09 05:00:00	0.0	-3.754	69.1	4.3	82430.0	0.0	466.5	320.1777519	1.0659197	0.0024254	343
198	2014-12-09 06:00:00	0.0	-4.554	74.9	3.8	82520.0	0.0	466.5	326.8250353	1.0702618	0.0024733	343
199	2014-12-09 07:00:00	10.0	-4.754	76.5	4.1	82600.0	0.0	0.5916667	328.8120096	1.0720977	0.0024859	343
200	2014-12-09 08:00:00	66.0	-4.054	69.7	3.6	82700.0	0.0	0.2813333	315.7813602	1.0706034	0.0023841	343
201	2014-12-09 09:00:00	146.0	-3.754	68.5	4.7	82760.0	0.0	0.4815942	317.3976267	1.070187	0.0023947	343
202	2014-12-09 10:00:00	282.0	-3.054	58.6	4.3	82810.0	0.0	0.2913846	286.0801615	1.0680583	0.0021562	343
203	2014-12-09 11:00:00	294.0	-2.854	53.1	2.9	82830.0	0.0	0.2574227	263.1113111	1.0675258	0.0019821	343
204	2014-12-09 12:00:00	186.0	-3.154	49.4	4.3	82840.0	0.0	0.4792	239.3787547	1.068841	0.0018026	343
205	2014-12-09 13:00:00	166.0	-3.054	48.1	4.6	82880.0	0.0	0.429193	234.8200643	1.0689612	0.0017673	343
206	2014-12-09 14:00:00	86.0	-3.454	49.1	5.0	82940.0	0.0	0.4631847	232.6641903	1.0713216	0.0017497	343
207	2014-12-09 15:00:00	23.0	-4.054	55.4	3.2	83010.0	0.0	0.1651852	250.9940797	1.0746165	0.0018864	343
208	2014-12-09 16:00:00	0.0	-4.854	57.1	2.2	83070.0	0.0	0.347595	243.5816623	1.0785999	0.0018292	343
209	2014-12-09 17:00:00	0.0	-5.354	63.4	3.0	83110.0	0.0	0.347595	260.4159591	1.081134	0.0019551	343
210	2014-12-09 18:00:00	0.0	-5.954	73.4	3.2	83140.0	0.0	0.347595	288.0492499	1.0839529	0.0021625	343
