,When,Rad,Tair,RH,Wind,Pressure,Prec,Cl,ew,rho_air,huma,DoY
18,2017-12-06 18:00:00,0.0,-9.254,73.1,1.3,83810.0,0.0,0.11748,222.29446,1.10635,0.00165,340
19,2017-12-06 19:00:00,0.0,-10.054,73.3,1.2,83810.0,0.0,0.11748,209.31095,1.10972,0.00156,340
20,2017-12-06 20:00:00,0.0,-10.454,74.0,1.2,83800.0,0.0,0.11748,204.73287,1.11127,0.00152,340
21,2017-12-06 21:00:00,0.0,-11.854,77.6,1.4,83780.0,0.0,0.11748,192.03523,1.11696,0.00143,340
22,2017-12-06 22:00:00,0.0,-12.054,76.1,0.9,83780.0,0.0,0.11748,185.32602,1.11782,0.00138,340
23,2017-12-06 23:00:00,0.0,-12.054,75.8,1.1,83740.0,0.0,0.11748,184.59543,1.11728,0.00137,340
24,2017-12-07 00:00:00,0.0,-12.954,79.2,1.4,83700.0,0.0,0.05988,179.37978,1.12061,0.00134,341
25,2017-12-07 01:00:00,0.0,-12.554,79.2,0.9,83680.0,0.0,0.05988,185.27012,1.11862,0.00138,341
26,2017-12-07 02:00:00,0.0,-12.954,80.0,1.6,83660.0,0.0,0.05988,181.1917,1.12008,0.00135,341
27,2017-12-07 03:00:00,0.0,-13.754,81.8,0.8,83620.0,0.0,0.05988,173.61648,1.12299,0.00129,341
28,2017-12-07 04:00:00,0.0,-13.754,82.1,0.9,83590.0,0.0,0.05988,174.25321,1.12259,0.0013,341
29,2017-12-07 05:00:00,0.0,-13.654,81.3,1.0,83590.0,0.0,0.05988,173.96636,1.12216,0.0013,341
30,2017-12-07 06:00:00,0.0,-13.754,82.9,0.9,83580.0,0.0,0.05988,175.95117,1.12246,0.00131,341
31,2017-12-07 07:00:00,8.0,-13.854,81.9,1.0,83580.0,0.0,0.05988,172.41751,1.12289,0.00129,341
32,2017-12-07 08:00:00,80.0,-13.454,83.3,0.5,83570.0,0.0,0.35738,181.16933,1.12103,0.00135,341
33,2017-12-07 09:00:00,281.0,-10.454,76.6,0.3,83550.0,0.0,0.20868,211.92618,1.10796,0.00158,341
34,2017-12-07 10:00:00,362.0,-7.954,69.7,0.4,83500.0,0.0,0.07615,234.55665,1.09686,0.00175,341
35,2017-12-07 11:00:00,390.0,-4.254,57.0,0.5,83400.0,0.0,0.07007,254.39507,1.08047,0.0019,341
36,2017-12-07 12:00:00,361.0,-0.054,43.7,3.7,83320.0,0.0,0.07144,265.93709,1.06283,0.00199,341
37,2017-12-07 13:00:00,278.0,0.746,45.2,7.0,83260.0,0.0,0.08883,291.44731,1.05896,0.00218,341
38,2017-12-07 14:00:00,158.0,0.046,49.9,6.3,83250.0,0.0,0.09977,305.87754,1.06155,0.00229,341
39,2017-12-07 15:00:00,22.0,-1.954,59.0,4.0,83240.0,0.0,0.40111,312.47221,1.06925,0.00234,341
40,2017-12-07 16:00:00,0.0,-2.954,66.8,4.1,83240.0,0.0,0.12716,328.54538,1.07321,0.00246,341
41,2017-12-07 17:00:00,0.0,-3.754,73.9,4.3,83220.0,0.0,0.12716,342.41875,1.07614,0.00257,341
42,2017-12-07 18:00:00,0.0,-4.054,80.3,3.9,83220.0,0.0,0.12716,363.8055,1.07734,0.00273,341
43,2017-12-07 19:00:00,0.0,-4.054,81.0,3.7,83190.0,0.0,0.12716,366.9769,1.07695,0.00276,341
44,2017-12-07 20:00:00,0.0,-4.754,80.2,3.6,83160.0,0.0,0.12716,344.71534,1.07937,0.00259,341
45,2017-12-07 21:00:00,0.0,-6.854,76.0,4.6,83130.0,0.0,0.12716,278.40954,1.08749,0.00209,341
46,2017-12-07 22:00:00,0.0,-5.554,76.0,4.9,83060.0,0.0,0.12716,307.46841,1.08129,0.00231,341
47,2017-12-07 23:00:00,0.0,-4.154,75.2,5.2,82990.0,0.0,0.12716,338.15279,1.07476,0.00254,341
48,2017-12-08 00:00:00,0.0,-3.454,71.1,5.9,82910.0,0.0,0.05877,336.91291,1.07093,0.00254,342
49,2017-12-08 01:00:00,0.0,-4.954,74.5,3.0,82820.0,0.0,0.05877,315.41638,1.07575,0.00238,342
50,2017-12-08 02:00:00,0.0,-6.154,81.5,1.1,82740.0,0.0,0.05877,314.99485,1.07955,0.00238,342
51,2017-12-08 03:00:00,0.0,-3.654,78.3,2.3,82620.0,0.0,0.05877,365.52961,1.06798,0.00276,342
52,2017-12-08 04:00:00,0.0,-2.554,77.6,2.9,82530.0,0.0,0.05877,393.15961,1.06248,0.00298,342
53,2017-12-08 05:00:00,0.0,-1.854,74.5,4.3,82450.0,0.0,0.05877,397.47979,1.05871,0.00301,342
54,2017-12-08 06:00:00,0.0,-1.954,75.0,3.4,82410.0,0.0,0.05877,397.21044,1.05859,0.00301,342
55,2017-12-08 07:00:00,13.0,-1.554,73.9,3.1,82350.0,0.0,0.4904,403.07465,1.05626,0.00306,342
56,2017-12-08 08:00:00,48.0,-1.154,72.9,4.3,82290.0,0.0,0.552,409.45668,1.05394,0.00311,342
57,2017-12-08 09:00:00,51.0,-0.954,73.4,3.9,82250.0,0.0,0.83981,418.34097,1.05265,0.00318,342
58,2017-12-08 10:00:00,71.0,-0.854,73.2,4.8,82170.0,0.0,0.81927,420.26037,1.05124,0.0032,342
59,2017-12-08 11:00:00,214.0,-1.354,82.8,6.1,82060.0,0.0,0.48345,458.2963,1.05177,0.00349,342
60,2017-12-08 12:00:00,373.0,-1.254,81.4,7.8,81950.0,0.0,0.0304,453.86212,1.04997,0.00346,342
61,2017-12-08 13:00:00,285.0,-1.254,79.3,8.0,81850.0,0.0,0.05,442.15315,1.04869,0.00338,342
62,2017-12-08 14:00:00,150.0,-1.454,78.8,7.8,81790.0,0.0,0.14535,432.96826,1.04869,0.00331,342
63,2017-12-08 15:00:00,21.0,-1.554,74.5,4.0,81780.0,0.0,0.42833,406.34724,1.04895,0.00311,342
64,2017-12-08 16:00:00,0.0,-2.954,63.0,6.2,81840.0,0.0,0.22184,309.85568,1.05516,0.00236,342
65,2017-12-08 17:00:00,0.0,-3.954,66.9,5.9,81880.0,0.0,0.22184,305.37655,1.05959,0.00233,342
66,2017-12-08 18:00:00,0.0,-4.654,69.1,5.5,81900.0,0.0,0.22184,299.25353,1.06262,0.00228,342
67,2017-12-08 19:00:00,0.0,-5.454,62.6,5.6,81950.0,0.0,0.22184,255.18688,1.06644,0.00194,342
68,2017-12-08 20:00:00,0.0,-5.754,48.2,4.7,81920.0,0.0,0.22184,192.05756,1.06725,0.00146,342
69,2017-12-08 21:00:00,0.0,-5.854,42.1,5.6,81910.0,0.0,0.22184,166.4796,1.06752,0.00127,342
70,2017-12-08 22:00:00,0.0,-6.454,46.3,5.0,81870.0,0.0,0.22184,174.89144,1.0694,0.00133,342
71,2017-12-08 23:00:00,0.0,-6.754,45.9,5.9,81800.0,0.0,0.22184,169.44029,1.06969,0.00129,342
72,2017-12-09 00:00:00,0.0,-7.054,44.7,4.0,81710.0,0.0,0.08301,161.25106,1.06971,0.00123,343
73,2017-12-09 01:00:00,0.0,-7.454,55.5,3.4,81720.0,0.0,0.08301,194.13469,1.07145,0.00148,343
74,2017-12-09 02:00:00,0.0,-7.754,49.2,5.7,81760.0,0.0,0.08301,168.15381,1.07319,0.00128,343
75,2017-12-09 03:00:00,0.0,-8.854,58.2,1.6,81750.0,0.0,0.08301,182.61056,1.07753,0.00139,343
76,2017-12-09 04:00:00,0.0,-8.754,52.2,1.9,81760.0,0.0,0.08301,165.06844,1.07725,0.00126,343
77,2017-12-09 05:00:00,0.0,-9.554,66.6,1.7,81810.0,0.0,0.08301,197.8159,1.08118,0.00151,343
78,2017-12-09 06:00:00,0.0,-9.954,66.3,1.5,81870.0,0.0,0.08301,190.82144,1.08362,0.00145,343
79,2017-12-09 07:00:00,9.0,-9.954,52.7,3.7,81930.0,0.0,0.08301,151.67858,1.08441,0.00115,343
80,2017-12-09 08:00:00,44.0,-10.554,65.9,2.6,82000.0,0.0,0.5313,180.88429,1.08782,0.00138,343
81,2017-12-09 09:00:00,136.0,-10.654,73.2,1.6,82060.0,0.0,0.54973,199.33481,1.08903,0.00151,343
82,2017-12-09 10:00:00,265.0,-9.654,50.4,1.7,82070.0,0.0,0.32545,148.52637,1.08503,0.00113,343
83,2017-12-09 11:00:00,313.0,-9.154,37.1,2.3,82090.0,0.0,0.24448,113.70706,1.08324,0.00086,343
84,2017-12-09 12:00:00,307.0,-8.754,38.3,2.3,82090.0,0.0,0.20196,121.11344,1.0816,0.00092,343
85,2017-12-09 13:00:00,142.0,-9.054,40.4,2.9,82120.0,0.0,0.52667,124.79416,1.08322,0.00095,343
86,2017-12-09 14:00:00,121.0,-9.354,42.9,1.7,82130.0,0.0,0.31058,129.43847,1.08459,0.00098,343
87,2017-12-09 15:00:00,17.0,-10.554,48.1,1.1,82180.0,0.0,0.53722,132.02632,1.09021,0.001,343
88,2017-12-09 16:00:00,0.0,-12.254,56.0,0.7,82210.0,0.0,0.26187,134.20239,1.09771,0.00102,343
89,2017-12-09 17:00:00,0.0,-13.654,58.2,1.0,82240.0,0.0,0.26187,124.5368,1.10403,0.00094,343
90,2017-12-09 18:00:00,0.0,-15.354,63.7,0.8,82250.0,0.0,0.26187,118.56623,1.11145,0.0009,343
91,2017-12-09 19:00:00,0.0,-16.654,67.9,1.1,82260.0,0.0,0.26187,113.4416,1.11722,0.00086,343
92,2017-12-09 20:00:00,0.0,-17.854,71.3,1.3,82220.0,0.0,0.26187,107.69646,1.12192,0.00082,343
93,2017-12-09 21:00:00,0.0,-18.554,73.5,1.1,82220.0,0.0,0.26187,104.62573,1.12501,0.00079,343
94,2017-12-09 22:00:00,0.0,-18.754,73.5,1.1,82190.0,0.0,0.26187,102.86053,1.12548,0.00078,343
95,2017-12-09 23:00:00,0.0,-18.754,73.3,0.9,82160.0,0.0,0.26187,102.58064,1.12507,0.00078,343
96,2017-12-10 00:00:00,0.0,-19.154,74.7,1.0,82100.0,0.0,0.07631,101.03292,1.12602,0.00077,344
97,2017-12-10 01:00:00,0.0,-18.154,71.7,1.4,82050.0,0.0,0.07631,105.58698,1.12092,0.0008,344
98,2017-12-10 02:00:00,0.0,-16.354,67.3,1.3,81980.0,0.0,0.07631,115.29032,1.11212,0.00088,344
99,2017-12-10 03:00:00,0.0,-16.054,69.7,0.6,81890.0,0.0,0.07631,122.42132,1.1096,0.00093,344
100,2017-12-10 04:00:00,0.0,-15.854,71.3,0.7,81800.0,0.0,0.07631,127.32945,1.10752,0.00097,344
101,2017-12-10 05:00:00,0.0,-14.254,67.2,1.5,81740.0,0.0,0.07631,136.92257,1.09987,0.00104,344
102,2017-12-10 06:00:00,0.0,-9.054,34.4,4.8,81700.0,0.0,0.07631,106.26037,1.07768,0.00081,344
103,2017-12-10 07:00:00,7.0,-8.354,40.3,7.6,81700.0,0.0,0.07631,131.47172,1.07483,0.001,344
104,2017-12-10 08:00:00,55.0,-8.354,52.7,7.5,81670.0,0.0,0.41413,171.92455,1.07444,0.00131,344
105,2017-12-10 09:00:00,84.0,-8.054,65.2,5.4,81630.0,0.0,0.71317,217.71831,1.0727,0.00166,344
106,2017-12-10 10:00:00,106.0,-7.654,63.9,5.4,81540.0,0.0,0.73018,220.0906,1.0699,0.00168,344
107,2017-12-10 11:00:00,111.0,-6.854,64.3,5.9,81420.0,0.0,0.73597,235.54912,1.06512,0.0018,344
108,2017-12-10 12:00:00,63.0,-6.554,71.2,4.9,81330.0,0.0,0.83448,266.89628,1.06274,0.00205,344
109,2017-12-10 13:00:00,42.0,-6.254,81.1,4.2,81230.0,0.0,0.85608,311.06423,1.06024,0.00239,344
110,2017-12-10 14:00:00,25.0,-6.354,88.1,2.1,81140.0,0.0002,0.85152,335.34027,1.05946,0.00258,344
111,2017-12-10 15:00:00,4.0,-5.554,86.1,2.5,81080.0,0.0002,0.48458,348.32934,1.05552,0.00268,344
112,2017-12-10 16:00:00,0.0,-4.854,84.5,4.1,81060.0,0.0001,0.45071,360.46673,1.0525,0.00278,344
113,2017-12-10 17:00:00,0.0,-4.454,82.4,6.3,81040.0,0.0001,0.45071,362.26821,1.05068,0.00279,344
114,2017-12-10 18:00:00,0.0,-4.354,85.0,5.4,81020.0,0.0,0.45071,376.52058,1.05003,0.0029,344
115,2017-12-10 19:00:00,0.0,-4.354,86.5,2.4,80980.0,0.0001,0.45071,383.16506,1.04951,0.00296,344
116,2017-12-10 20:00:00,0.0,-4.054,82.9,4.1,80970.0,0.0,0.45071,375.585,1.04821,0.0029,344
117,2017-12-10 21:00:00,0.0,-3.654,80.8,3.4,80960.0,0.0,0.45071,377.20041,1.04652,0.00291,344
118,2017-12-10 22:00:00,0.0,-3.154,82.0,3.7,80930.0,0.0001,0.45071,397.34935,1.0442,0.00307,344
119,2017-12-10 23:00:00,0.0,-2.754,83.3,2.3,80900.0,0.0,0.45071,415.82769,1.04227,0.00321,344
120,2017-12-11 00:00:00,0.0,-2.254,81.8,3.5,80840.0,0.0,0.07194,423.73914,1.03957,0.00328,345
121,2017-12-11 01:00:00,0.0,-1.954,81.3,3.6,80860.0,0.0001,0.07194,430.57611,1.03868,0.00333,345
122,2017-12-11 02:00:00,0.0,-1.154,81.6,2.8,80830.0,0.0,0.07194,458.32188,1.03524,0.00355,345
123,2017-12-11 03:00:00,0.0,-0.954,86.4,3.5,80800.0,0.0002,0.07194,492.43406,1.03409,0.00381,345
124,2017-12-11 04:00:00,0.0,-1.354,91.9,1.7,80740.0,0.0005,0.07194,508.66461,1.03485,0.00394,345
125,2017-12-11 05:00:00,0.0,-1.254,93.8,2.1,80690.0,0.0005,0.07194,523.00083,1.03383,0.00406,345
126,2017-12-11 06:00:00,0.0,-0.154,93.7,2.7,80630.0,0.0005,0.07194,566.08926,1.02889,0.0044,345
127,2017-12-11 07:00:00,1.0,1.046,89.5,5.1,80580.0,0.0002,0.07194,589.68997,1.02376,0.00459,345
128,2017-12-11 08:00:00,20.0,1.446,88.4,4.1,80580.0,0.0006,0.78696,599.40812,1.02226,0.00466,345
129,2017-12-11 09:00:00,29.0,1.746,87.8,7.1,80580.0,0.0009,0.90098,608.26156,1.02115,0.00473,345
130,2017-12-11 10:00:00,58.0,2.046,85.7,9.8,80540.0,0.0006,0.85236,606.56778,1.01953,0.00472,345
131,2017-12-11 11:00:00,57.0,1.746,86.9,10.4,80540.0,0.0008,0.86442,602.02653,1.02064,0.00468,345
132,2017-12-11 12:00:00,38.0,1.546,87.7,10.3,80570.0,0.0007,0.90016,598.93679,1.02177,0.00466,345
133,2017-12-11 13:00:00,25.0,1.646,86.5,9.5,80550.0,0.001,0.91434,594.98498,1.02114,0.00463,345
134,2017-12-11 14:00:00,9.0,1.646,85.0,10.7,80530.0,0.0005,0.44509,584.66732,1.02089,0.00455,345
135,2017-12-11 15:00:00,0.0,1.446,88.4,9.2,80540.0,0.0016,0.48663,599.40812,1.02176,0.00466,345
136,2017-12-11 16:00:00,0.0,1.446,87.3,8.4,80520.0,0.0014,0.44385,591.94942,1.0215,0.00461,345
137,2017-12-11 17:00:00,0.0,1.246,88.9,6.5,80500.0,0.001,0.44385,594.21334,1.02199,0.00463,345
138,2017-12-11 18:00:00,0.0,1.046,90.9,3.3,80510.0,0.0032,0.44385,598.91417,1.02287,0.00466,345
139,2017-12-11 19:00:00,0.0,0.946,92.1,2.8,80460.0,0.0042,0.44385,602.47154,1.0226,0.00469,345
140,2017-12-11 20:00:00,0.0,1.846,87.5,5.7,80420.0,0.0049,0.44385,610.53045,1.01875,0.00476,345
141,2017-12-11 21:00:00,0.0,1.646,89.6,5.7,80430.0,0.0048,0.44385,616.30814,1.01962,0.0048,345
142,2017-12-11 22:00:00,0.0,1.746,88.9,4.5,80470.0,0.0044,0.44385,615.88214,1.01976,0.0048,345
143,2017-12-11 23:00:00,0.0,1.746,90.3,4.3,80500.0,0.0035,0.44385,625.58108,1.02014,0.00487,345
144,2017-12-12 00:00:00,0.0,1.146,93.2,3.0,80590.0,0.001,0.15565,618.49738,1.02351,0.00481,346
145,2017-12-12 01:00:00,0.0,0.746,93.5,4.2,80720.0,0.0015,0.15565,602.88326,1.02666,0.00468,346
146,2017-12-12 02:00:00,0.0,0.846,90.6,4.2,80890.0,0.0003,0.15565,588.40823,1.02844,0.00456,346
147,2017-12-12 03:00:00,0.0,0.646,87.6,4.2,81010.0,0.0001,0.15565,560.7822,1.03072,0.00434,346
148,2017-12-12 04:00:00,0.0,0.246,86.4,2.9,81140.0,0.0001,0.15565,537.34366,1.03389,0.00415,346
149,2017-12-12 05:00:00,0.0,-0.054,88.2,2.6,81250.0,0.0002,0.15565,536.74259,1.03643,0.00414,346
150,2017-12-12 06:00:00,0.0,-0.254,83.5,3.9,81340.0,0.0,0.15565,500.81468,1.03833,0.00385,346
151,2017-12-12 07:00:00,8.0,-0.554,84.3,3.4,81450.0,0.0,0.15565,494.69587,1.04088,0.0038,346
152,2017-12-12 08:00:00,56.0,-0.654,80.4,4.1,81550.0,0.0,0.3692,468.3835,1.04254,0.00359,346
153,2017-12-12 09:00:00,172.0,-0.354,77.7,3.8,81640.0,0.0,0.41268,462.65178,1.04255,0.00354,346
154,2017-12-12 10:00:00,277.0,-0.154,74.7,3.7,81710.0,0.0,0.29491,451.30061,1.04268,0.00345,346
155,2017-12-12 11:00:00,301.0,-0.054,73.3,3.7,81710.0,0.0,0.28403,446.06839,1.04229,0.00341,346
156,2017-12-12 12:00:00,202.0,-0.454,75.9,4.8,81720.0,0.0,0.46928,448.65761,1.04395,0.00343,346
157,2017-12-12 13:00:00,164.0,-0.854,77.0,4.2,81740.0,0.0,0.43804,442.07716,1.04574,0.00338,346
158,2017-12-12 14:00:00,79.0,-0.954,76.4,4.9,81800.0,0.0,0.53079,435.43937,1.04689,0.00333,346
159,2017-12-12 15:00:00,13.0,-1.354,80.0,4.2,81870.0,0.0,0.64611,442.79835,1.04933,0.00338,346
160,2017-12-12 16:00:00,0.0,-1.654,82.0,3.6,81920.0,0.0,0.37758,443.98005,1.05113,0.00339,346
161,2017-12-12 17:00:00,0.0,-2.454,86.2,3.0,81990.0,0.0,0.37758,439.97683,1.05514,0.00336,346
162,2017-12-12 18:00:00,0.0,-2.954,77.6,2.9,82060.0,0.0,0.37758,381.6635,1.05799,0.00291,346
163,2017-12-12 19:00:00,0.0,-3.554,71.9,6.0,82140.0,0.0,0.37758,338.16968,1.06138,0.00257,346
164,2017-12-12 20:00:00,0.0,-4.154,74.8,6.1,82210.0,0.0,0.37758,336.35411,1.06466,0.00256,346
165,2017-12-12 21:00:00,0.0,-4.054,68.7,3.6,82280.0,0.0,0.37758,311.25078,1.06517,0.00236,346
166,2017-12-12 22:00:00,0.0,-5.554,82.9,1.0,82350.0,0.0,0.37758,335.3833,1.07205,0.00254,346
167,2017-12-12 23:00:00,0.0,-7.554,90.1,0.7,82370.0,0.0,0.37758,312.73869,1.08038,0.00237,346
168,2017-12-13 00:00:00,0.0,-10.454,97.8,1.1,82390.0,0.0,0.06972,270.57938,1.09258,0.00205,347
169,2017-12-13 01:00:00,0.0,-11.154,94.3,1.4,82440.0,0.0,0.06972,246.78703,1.09616,0.00187,347
170,2017-12-13 02:00:00,0.0,-11.754,87.3,0.9,82470.0,0.0,0.06972,217.77732,1.09908,0.00165,347
171,2017-12-13 03:00:00,0.0,-13.054,89.7,0.8,82470.0,0.0,0.06972,201.52325,1.10457,0.00152,347
172,2017-12-13 04:00:00,0.0,-14.354,87.6,0.9,82480.0,0.0,0.06972,177.03299,1.11025,0.00134,347
173,2017-12-13 05:00:00,0.0,-14.954,86.0,1.0,82520.0,0.0,0.06972,165.44324,1.11337,0.00125,347
174,2017-12-13 06:00:00,0.0,-15.154,84.4,0.9,82540.0,0.0,0.06972,159.71099,1.1145,0.00121,347
175,2017-12-13 07:00:00,7.0,-15.554,84.3,0.6,82560.0,0.0,0.06972,154.33547,1.11651,0.00116,347
176,2017-12-13 08:00:00,69.0,-15.854,86.1,0.5,82560.0,0.0,0.22276,153.75969,1.11781,0.00116,347
177,2017-12-13 09:00:00,274.0,-14.554,85.8,0.5,82570.0,0.0,0.06112,170.57552,1.11232,0.00129,347
178,2017-12-13 10:00:00,358.0,-12.354,79.1,0.3,82520.0,0.0,0.08873,188.0418,1.10227,0.00142,347
179,2017-12-13 11:00:00,390.0,-10.754,72.4,0.6,82450.0,0.0,0.07233,195.59794,1.09462,0.00148,347
180,2017-12-13 12:00:00,363.0,-9.654,70.2,0.3,82380.0,0.0,0.04627,206.87602,1.08913,0.00157,347
181,2017-12-13 13:00:00,207.0,-8.354,60.8,0.6,82310.0,0.0,0.2907,198.34939,1.08286,0.0015,347
182,2017-12-13 14:00:00,111.0,-7.854,61.2,0.5,82250.0,0.0,0.34073,207.55401,1.08003,0.00157,347
183,2017-12-13 15:00:00,28.0,-8.254,72.3,0.5,82220.0,0.0,0.23778,237.70691,1.08127,0.0018,347
184,2017-12-13 16:00:00,0.0,-8.654,80.0,1.1,82200.0,0.0,0.15943,254.95956,1.08264,0.00194,347
185,2017-12-13 17:00:00,0.0,-8.454,81.6,0.9,82160.0,0.0,0.15943,264.14253,1.08129,0.00201,347
186,2017-12-13 18:00:00,0.0,-10.054,88.4,0.9,82150.0,0.0,0.15943,252.42958,1.08774,0.00192,347
187,2017-12-13 19:00:00,0.0,-9.154,80.8,2.6,82110.0,0.0,0.15943,247.64233,1.0835,0.00188,347
188,2017-12-13 20:00:00,0.0,-9.154,81.9,1.6,82000.0,0.0,0.15943,251.0137,1.08205,0.00191,347
189,2017-12-13 21:00:00,0.0,-8.154,73.0,1.8,81940.0,0.0,0.15943,241.87987,1.07718,0.00184,347
190,2017-12-13 22:00:00,0.0,-5.454,58.3,4.9,81970.0,0.0,0.15943,237.65807,1.0667,0.00181,347
191,2017-12-13 23:00:00,0.0,-5.754,65.3,2.2,81900.0,0.0,0.15943,260.19416,1.06699,0.00198,347
192,2017-12-14 00:00:00,0.0,-5.354,60.6,2.5,81850.0,0.0,0.09984,248.91494,1.06474,0.0019,348
193,2017-12-14 01:00:00,0.0,-5.754,73.2,3.0,81780.0,0.0,0.09984,291.67248,1.06542,0.00223,348
194,2017-12-14 02:00:00,0.0,-5.954,77.2,2.2,81700.0,0.0,0.09984,302.96188,1.06518,0.00232,348
195,2017-12-14 03:00:00,0.0,-5.954,75.8,4.5,81630.0,0.0,0.09984,297.46775,1.06427,0.00227,348
196,2017-12-14 04:00:00,0.0,-7.054,84.8,2.0,81610.0,0.0,0.09984,305.90806,1.0684,0.00234,348
197,2017-12-14 05:00:00,0.0,-5.054,80.7,5.6,81570.0,0.0,0.09984,339.09255,1.05991,0.0026,348
198,2017-12-14 06:00:00,0.0,-4.354,78.5,6.9,81560.0,0.0,0.09984,347.72783,1.05702,0.00266,348
199,2017-12-14 07:00:00,4.0,-4.454,80.4,7.4,81580.0,0.0,0.09984,353.47529,1.05768,0.00271,348
200,2017-12-14 08:00:00,42.0,-4.454,82.0,6.8,81580.0,0.0,0.5269,360.50963,1.05768,0.00276,348
201,2017-12-14 09:00:00,212.0,-3.554,78.6,8.4,81560.0,0.0,0.24996,369.68202,1.05389,0.00283,348
202,2017-12-14 10:00:00,377.0,-1.554,66.0,7.5,81500.0,0.0,0.04036,359.98548,1.04536,0.00276,348
203,2017-12-14 11:00:00,412.0,-0.354,65.6,7.1,81440.0,0.0,0.02,390.60434,1.03999,0.003,348
204,2017-12-14 12:00:00,295.0,-0.254,63.4,8.9,81400.0,0.0,0.22493,380.25929,1.0391,0.00292,348
205,2017-12-14 13:00:00,267.0,-1.054,67.8,7.3,81390.0,0.0,0.15045,383.60865,1.04203,0.00295,348
206,2017-12-14 14:00:00,106.0,-0.554,60.0,6.5,81330.0,0.0,0.41966,352.0967,1.03935,0.0027,348
207,2017-12-14 15:00:00,15.0,-0.754,61.5,7.0,81290.0,0.0,0.59167,355.67461,1.0396,0.00273,348
208,2017-12-14 16:00:00,0.0,-1.054,62.7,6.9,81270.0,0.0,0.22044,354.75313,1.04049,0.00273,348
209,2017-12-14 17:00:00,0.0,-2.054,67.1,5.8,81250.0,0.0,0.22044,352.76043,1.04407,0.00271,348
210,2017-12-14 18:00:00,0.0,-1.754,65.4,5.2,81180.0,0.0,0.22044,351.50642,1.04202,0.0027,348
211,2017-12-14 19:00:00,0.0,-1.354,68.8,6.4,81150.0,0.0,0.22044,380.80658,1.0401,0.00293,348
212,2017-12-14 20:00:00,0.0,-1.654,74.7,5.0,81070.0,0.0,0.22044,404.455,1.04022,0.00312,348
213,2017-12-14 21:00:00,0.0,-1.454,70.4,5.3,81020.0,0.0,0.22044,386.81429,1.03882,0.00298,348
214,2017-12-14 22:00:00,0.0,-1.754,73.4,7.4,80980.0,0.0,0.22044,394.50415,1.03945,0.00304,348
215,2017-12-14 23:00:00,0.0,-1.554,73.4,7.9,80950.0,0.0,0.22044,400.34749,1.0383,0.00309,348
216,2017-12-15 00:00:00,0.0,-1.754,74.1,6.7,80880.0,0.0,0.09286,398.26645,1.03817,0.00308,349
217,2017-12-15 01:00:00,0.0,-1.654,75.5,6.6,80820.0,0.0,0.09286,408.78651,1.03702,0.00316,349
218,2017-12-15 02:00:00,0.0,-1.754,77.4,6.0,80790.0,0.0,0.09286,416.00301,1.03701,0.00322,349
219,2017-12-15 03:00:00,0.0,-1.754,78.9,4.7,80830.0,0.0,0.09286,424.06509,1.03753,0.00328,349
