10:31:27   09.01.2018              Programm Climap                 MeteoSchweiz
Zeitangaben in UTC 0040 (UTC)  =  01:40 Uhr Winterzeit  =  02:40 Uhr Sommerzeit
Auswahlperiode: 09.10.2016 09:20  -  09.01.2018 09:20 UTC 32767 -> Keine Angabe
Anzahl Stationen  1
    29	Samedan                 1709 m.ü.M.	787210/ 155700
Anzahl Parameter  6
   261  Lufttemperatur 2 m über Boden; Stundenmittel  [°C]
   266  Relative Luftfeuchtigkeit 2 m über Boden; Stundenmittel  [%]
   283  Windgeschwindigkeit skalar; Stundenmittel  [m/s]
   269  Globalstrahlung; Stundenmittel  [W/m²]
   306  Luftdruck auf Stationshöhe (QFE); Stundenmittel  [hPa]
   267  Niederschlag; Stundensumme  [mm]

  STA JAHR MO TG HH MM   261   266   283   269   306   267
   29 2016 10 10 17  0  -0.2  73.8   4.3     0 826.3   0.0 
   29 2016 10 10 18  0  -0.6  80.8   4.1     0 826.4   0.0 
   29 2016 10 10 19  0  -1.7  88.7   3.2     0 826.6   0.0 
   29 2016 10 10 20  0  -2.2  88.5   1.1     0 826.6   0.0 
   29 2016 10 10 21  0  -3.0  90.8   1.0     0 826.5   0.0 
   29 2016 10 10 22  0  -4.2  93.8   0.8     0 826.2   0.0 
   29 2016 10 10 23  0  -4.9  92.2   0.8     0 825.8   0.0 
   29 2016 10 11  0  0  -4.5  93.1   0.6     0 825.5   0.0 
   29 2016 10 11  1  0  -4.7  94.3   0.8     0 825.0   0.0 
   29 2016 10 11  2  0  -4.2  92.8   0.7     0 824.7   0.0 
   29 2016 10 11  3  0  -4.5  93.6   0.3     0 824.2   0.0 
   29 2016 10 11  4  0  -4.9  93.2   0.3     0 823.9   0.0 
   29 2016 10 11  5  0  -5.3  93.6   0.3     0 823.8   0.0 
   29 2016 10 11  6  0  -4.5  91.1   0.5    33 823.7   0.0 
   29 2016 10 11  7  0  -4.2  89.1   0.6    88 823.7   0.0 
   29 2016 10 11  8  0  -1.9  81.7   1.1   450 823.6   0.0 
   29 2016 10 11  9  0   1.5  60.9   3.3   616 823.3   0.0 
   29 2016 10 11 10  0   3.1  48.5   5.1   706 822.9   0.0 
   29 2016 10 11 11  0   2.3  48.5   3.8   324 822.7   0.0 
   29 2016 10 11 12  0   2.7  46.9   3.5   260 822.3   0.0 
   29 2016 10 11 13  0   3.2  45.9   2.5   428 822.2   0.0 
   29 2016 10 11 14  0   2.8  48.7   3.7   275 822.2   0.0 
   29 2016 10 11 15  0   1.9  52.3   3.9   114 822.3   0.0 
   29 2016 10 11 16  0   1.2  51.6   3.1    27 822.6   0.0 
   29 2016 10 11 17  0  -0.7  70.9   3.6     0 823.2   0.0 
   29 2016 10 11 18  0  -0.8  74.8   4.7     0 823.4   0.0 
   29 2016 10 11 19  0  -1.0  77.8   5.1     0 823.7   0.0 
   29 2016 10 11 20  0  -1.1  75.7   3.2     0 823.8   0.0 
   29 2016 10 11 21  0  -1.0  70.9   3.1     0 823.9   0.0 
   29 2016 10 11 22  0  -1.4  75.6   3.9     0 823.9   0.0 
   29 2016 10 11 23  0  -1.8  78.5   3.2     0 823.7   0.0 
   29 2016 10 12  0  0  -1.7  77.3   2.7     0 823.6   0.0 
   29 2016 10 12  1  0  -2.5  82.4   2.7     0 823.6   0.0 
   29 2016 10 12  2  0  -2.6  82.4   1.1     0 823.7   0.0 
   29 2016 10 12  3  0  -2.7  83.7   1.0     0 823.5   0.0 
   29 2016 10 12  4  0  -2.8  84.6   0.8     0 823.7   0.0 
   29 2016 10 12  5  0  -4.2  84.7   1.2     0 823.6   0.0 
   29 2016 10 12  6  0  -5.6  85.6   1.7    15 823.9   0.0 
   29 2016 10 12  7  0  -5.5  87.2   0.9    61 824.3   0.0 
   29 2016 10 12  8  0  -1.9  72.4   0.9   412 824.5   0.0 
   29 2016 10 12  9  0   0.7  51.5   1.3   543 824.4   0.0 
   29 2016 10 12 10  0   2.6  42.9   1.3   628 824.3   0.0 
   29 2016 10 12 11  0   3.8  41.6   1.5   651 824.0   0.0 
   29 2016 10 12 12  0   5.1  39.2   2.5   618 823.7   0.0 
   29 2016 10 12 13  0   5.6  41.4   3.9   524 823.6   0.0 
   29 2016 10 12 14  0   5.3  41.3   3.6   319 823.5   0.0 
   29 2016 10 12 15  0   4.3  47.0   5.1   217 823.9   0.0 
   29 2016 10 12 16  0   1.7  58.2   3.2    11 824.3   0.0 
   29 2016 10 12 17  0   0.2  64.8   2.8     0 824.9   0.0 
   29 2016 10 12 18  0  -0.9  70.4   2.3     0 825.4   0.0 
   29 2016 10 12 19  0  -2.5  77.4   2.0     0 825.7   0.0 
   29 2016 10 12 20  0  -3.3  80.8   0.7     0 826.1   0.0 
   29 2016 10 12 21  0  -3.9  84.7   0.2     0 826.5   0.0 
   29 2016 10 12 22  0  -4.9  86.9   0.6     0 826.6   0.0 
   29 2016 10 12 23  0  -5.9  87.5   0.8     0 826.7   0.0 
   29 2016 10 13  0  0  -5.5  88.8   0.5     0 826.7   0.0 
   29 2016 10 13  1  0  -5.8  89.7   0.6     0 826.5   0.0 
   29 2016 10 13  2  0  -5.3  88.2   0.6     0 826.1   0.0 
   29 2016 10 13  3  0  -5.6  89.1   0.5     0 825.9   0.0 
   29 2016 10 13  4  0  -5.4  89.4   0.6     0 825.8   0.0 
   29 2016 10 13  5  0  -4.9  88.2   0.6     0 825.8   0.0 
   29 2016 10 13  6  0  -4.1  87.6   0.8    22 826.0   0.0 
   29 2016 10 13  7  0  -2.5  82.7   0.6    96 826.1   0.0 
   29 2016 10 13  8  0   1.0  70.5   2.1   206 826.2   0.0 
   29 2016 10 13  9  0   2.6  59.5   4.2   272 826.0   0.0 
   29 2016 10 13 10  0   3.3  58.9   5.3   324 825.8   0.0 
   29 2016 10 13 11  0   3.3  64.1   5.4   276 825.7   0.0 
   29 2016 10 13 12  0   2.5  70.0   5.5   162 825.7   0.0 
   29 2016 10 13 13  0   2.6  71.3   3.7   122 825.7   0.0 
   29 2016 10 13 14  0   2.1  78.1   4.3    85 825.7   0.0 
   29 2016 10 13 15  0   1.6  80.9   3.8    62 825.8   0.0 
   29 2016 10 13 16  0   1.4  80.6   3.1    13 825.7   0.0 
   29 2016 10 13 17  0   1.2  82.3   3.0     0 826.0   0.0 
   29 2016 10 13 18  0   1.3  82.5   3.0     0 826.2   0.0 
   29 2016 10 13 19  0   1.4  82.2   3.8     0 826.6   0.0 
   29 2016 10 13 20  0   1.5  81.8   3.6     0 826.8   0.0 
   29 2016 10 13 21  0   1.2  86.1   3.6     0 827.3   0.0 
   29 2016 10 13 22  0   1.0  89.4   1.9     0 827.1   0.0 
   29 2016 10 13 23  0   0.4  96.6   1.0     0 827.0   0.0 
   29 2016 10 14  0  0   0.4  97.1   0.8     0 826.7   0.0 
   29 2016 10 14  1  0   0.3  97.6   0.5     0 826.4   0.0 
   29 2016 10 14  2  0   0.4  96.7   0.5     0 826.0   0.0 
   29 2016 10 14  3  0   0.6  95.5   0.6     0 825.7   0.0 
   29 2016 10 14  4  0   0.7  96.0   0.8     0 825.5   0.0 
   29 2016 10 14  5  0   0.8  96.1   1.1     0 825.4   0.0 
   29 2016 10 14  6  0   1.2  96.0   1.1    14 825.1   0.0 
   29 2016 10 14  7  0   1.8  94.6   0.5    42 825.1   0.0 
   29 2016 10 14  8  0   2.7  93.1   0.9    86 825.1   0.1 
   29 2016 10 14  9  0   3.7  93.2   0.8   127 825.4   0.5 
   29 2016 10 14 10  0   5.1  90.5   0.9   180 824.7   0.0 
   29 2016 10 14 11  0   5.5  94.3   0.9    26 825.2   3.1 
   29 2016 10 14 12  0   6.6  94.4   3.1   108 824.5   1.3 
   29 2016 10 14 13  0   6.8  94.1   2.6    36 823.4   1.2 
   29 2016 10 14 14  0   6.7  94.8   3.1     3 822.9   2.3 
   29 2016 10 14 15  0   6.7  91.8   3.5     3 824.2   5.9 
   29 2016 10 14 16  0   5.4  93.0   3.1     1 825.3   2.2 
   29 2016 10 14 17  0   5.2  95.0   1.6     0 825.2   0.3 
   29 2016 10 14 18  0   5.6  87.0   3.0     0 825.1   0.1 
   29 2016 10 14 19  0   4.7  92.8   1.5     0 824.4   0.0 
   29 2016 10 14 20  0   4.0  97.3   1.4     0 823.7   0.0 
   29 2016 10 14 21  0   3.6  97.7   0.9     0 824.0   0.0 
   29 2016 10 14 22  0   3.6  98.0   1.2     0 823.6   0.0 
   29 2016 10 14 23  0   3.8  97.3   0.9     0 823.6   0.0 
   29 2016 10 15  0  0   3.5  97.7   0.8     0 823.6   0.0 
   29 2016 10 15  1  0   3.1  98.6   0.6     0 823.8   0.0 
   29 2016 10 15  2  0   3.0  98.2   1.0     0 824.3   0.0 
   29 2016 10 15  3  0   2.0 100.0   0.9     0 824.4   0.0 
   29 2016 10 15  4  0   2.5  99.9   0.6     0 824.6   0.0 
   29 2016 10 15  5  0   2.7  99.3   0.8     0 825.3   0.0 
   29 2016 10 15  6  0   3.1  98.2   0.9    22 825.8   0.0 
   29 2016 10 15  7  0   4.4  95.6   0.9    98 826.5   0.0 
   29 2016 10 15  8  0   6.3  90.1   0.4   190 826.9   0.0 
   29 2016 10 15  9  0   8.0  81.8   1.1   240 827.1   0.0 
   29 2016 10 15 10  0   9.0  74.7   3.5   276 827.2   0.0 
   29 2016 10 15 11  0   9.7  69.2   3.1   308 827.3   0.0 
   29 2016 10 15 12  0  10.6  66.6   3.2   481 827.3   0.0 
   29 2016 10 15 13  0  10.8  64.1   4.3   406 827.5   0.0 
   29 2016 10 15 14  0   9.7  70.9   5.0   257 827.8   0.0 
   29 2016 10 15 15  0   8.5  76.3   4.8    82 828.3   0.0 
   29 2016 10 15 16  0   7.3  81.1   2.6    19 828.8   0.0 
   29 2016 10 15 17  0   4.2  93.1   1.2     0 829.5   0.0 
   29 2016 10 15 18  0   2.5  95.9   1.2     0 830.1   0.0 
   29 2016 10 15 19  0   1.2  95.4   1.3     0 830.8   0.0 
   29 2016 10 15 20  0   0.6  97.1   1.0     0 831.4   0.0 
   29 2016 10 15 21  0   0.1  96.1   1.1     0 831.8   0.0 
   29 2016 10 15 22  0  -0.3  95.9   0.9     0 832.1   0.0 
   29 2016 10 15 23  0  -1.3  97.9   0.7     0 832.4   0.0 
   29 2016 10 16  0  0  -2.1  99.4   0.6     0 832.8   0.0 
   29 2016 10 16  1  0  -2.4 100.0   0.4     0 833.0   0.0 
   29 2016 10 16  2  0  -2.8  99.7   0.4     0 833.0   0.0 
   29 2016 10 16  3  0  -3.1  99.8   0.4     0 833.3   0.0 
   29 2016 10 16  4  0  -3.7  99.7   0.5     0 833.5   0.0 
   29 2016 10 16  5  0  -3.8  98.3   0.4     0 833.6   0.0 
   29 2016 10 16  6  0  -4.4  98.6   0.5    11 834.1   0.0 
   29 2016 10 16  7  0  -4.0  98.2   0.2    41 834.6   0.0 
   29 2016 10 16  8  0   0.5  92.9   0.3   381 834.7   0.0 
   29 2016 10 16  9  0   5.0  75.9   0.7   513 834.6   0.0 
   29 2016 10 16 10  0   8.6  48.9   0.8   600 834.4   0.0 
   29 2016 10 16 11  0  11.8  36.1   1.3   626 834.1   0.0 
   29 2016 10 16 12  0  14.4  29.1   4.6   592 833.7   0.0 
   29 2016 10 16 13  0  14.3  29.5   5.3   487 833.6   0.0 
   29 2016 10 16 14  0  13.4  33.5   5.9   306 833.6   0.0 
   29 2016 10 16 15  0  11.8  41.8   5.5   158 833.9   0.0 
   29 2016 10 16 16  0   8.7  54.1   3.6    16 834.3   0.0 
   29 2016 10 16 17  0   6.2  66.5   3.0     0 834.9   0.0 
   29 2016 10 16 18  0   3.1  77.3   2.1     0 835.4   0.0 
   29 2016 10 16 19  0   2.2  82.1   1.2     0 835.6   0.0 
   29 2016 10 16 20  0   1.2  86.0   0.7     0 835.9   0.0 
   29 2016 10 16 21  0   0.8  87.4   1.0     0 836.2   0.0 
   29 2016 10 16 22  0   1.0  86.7   1.0     0 836.2   0.0 
   29 2016 10 16 23  0   0.7  88.4   0.7     0 836.3   0.0 
   29 2016 10 17  0  0   0.2  90.6   0.5     0 836.2   0.0 
   29 2016 10 17  1  0   0.2  91.2   0.9     0 836.0   0.0 
   29 2016 10 17  2  0   0.4  91.5   0.6     0 835.8   0.0 
   29 2016 10 17  3  0   0.5  91.4   0.6     0 835.7   0.0 
   29 2016 10 17  4  0   0.4  92.1   0.6     0 835.4   0.0 
   29 2016 10 17  5  0   0.0  93.6   0.5     0 835.2   0.0 
   29 2016 10 17  6  0   0.3  91.6   0.8    25 835.3   0.0 
   29 2016 10 17  7  0   1.4  91.2   0.5   103 835.3   0.0 
   29 2016 10 17  8  0   4.2  83.2   0.5   233 835.4   0.0 
   29 2016 10 17  9  0   6.9  69.5   0.6   209 835.2   0.0 
   29 2016 10 17 10  0   9.6  60.5   0.9   347 834.9   0.0 
   29 2016 10 17 11  0  11.3  53.7   5.2   436 834.4   0.0 
   29 2016 10 17 12  0  10.4  59.1   5.3   238 834.1   0.0 
   29 2016 10 17 13  0  10.2  60.7   4.2   221 833.8   0.0 
   29 2016 10 17 14  0   9.4  65.4   5.3   124 833.5   0.0 
   29 2016 10 17 15  0   8.6  70.3   4.7    60 833.5   0.0 
   29 2016 10 17 16  0   7.9  73.9   3.0    16 833.5   0.0 
   29 2016 10 17 17  0   7.1  79.3   3.9     0 833.8   0.0 
   29 2016 10 17 18  0   6.5  81.7   3.7     0 834.2   0.0 
   29 2016 10 17 19  0   6.1  81.3   2.9     0 834.1   0.0 
   29 2016 10 17 20  0   5.6  83.1   2.3     0 834.1   0.0 
   29 2016 10 17 21  0   4.6  89.0   1.0     0 833.9   0.0 
   29 2016 10 17 22  0   3.0  92.6   1.3     0 833.6   0.0 
   29 2016 10 17 23  0   2.8  93.4   1.9     0 833.6   0.0 
   29 2016 10 18  0  0   3.0  91.4   1.2     0 833.5   0.0 
   29 2016 10 18  1  0   2.8  91.9   0.9     0 833.2   0.0 
   29 2016 10 18  2  0   2.3  94.2   0.6     0 832.9   0.0 
   29 2016 10 18  3  0   2.7  93.5   0.8     0 832.9   0.0 
   29 2016 10 18  4  0   2.7  95.0   0.9     0 832.7   0.0 
   29 2016 10 18  5  0   2.5  95.4   0.6     0 832.6   0.0 
   29 2016 10 18  6  0   2.6  95.6   0.6    21 832.7   0.0 
   29 2016 10 18  7  0   3.7  92.4   0.6    96 833.1   0.0 
   29 2016 10 18  8  0   5.3  87.4   0.6   302 833.0   0.0 
   29 2016 10 18  9  0   7.7  72.5   2.2   321 832.9   0.0 
   29 2016 10 18 10  0   9.8  55.7   3.4   577 832.7   0.0 
   29 2016 10 18 11  0  10.5  49.5   4.2   541 832.4   0.0 
   29 2016 10 18 12  0  10.3  47.1   4.6   426 831.9   0.0 
   29 2016 10 18 13  0  10.0  49.0   2.9   239 831.6   0.0 
   29 2016 10 18 14  0   9.0  57.6   4.8   166 831.6   0.0 
   29 2016 10 18 15  0   8.1  57.9   4.5    96 831.3   0.0 
   29 2016 10 18 16  0   6.9  61.2   4.8     9 831.7   0.0 
   29 2016 10 18 17  0   5.5  68.9   4.5     0 832.1   0.0 
   29 2016 10 18 18  0   2.7  79.9   2.1     0 832.3   0.0 
   29 2016 10 18 19  0   0.5  86.6   1.4     0 832.3   0.0 
   29 2016 10 18 20  0  -0.6  90.0   1.0     0 832.4   0.0 
   29 2016 10 18 21  0  -1.1  91.2   0.7     0 832.4   0.0 
   29 2016 10 18 22  0  -1.9  93.6   0.6     0 832.2   0.0 
   29 2016 10 18 23  0  -1.6  92.6   0.9     0 832.0   0.0 
   29 2016 10 19  0  0  -1.9  93.4   0.6     0 831.6   0.0 
   29 2016 10 19  1  0  -2.0  93.1   0.9     0 831.2   0.0 
   29 2016 10 19  2  0  -2.7  95.6   0.6     0 830.5   0.0 
   29 2016 10 19  3  0  -1.7  94.4   0.7     0 829.9   0.0 
   29 2016 10 19  4  0  -1.2  94.0   0.5     0 829.7   0.0 
   29 2016 10 19  5  0  -1.1  94.0   0.5     0 829.3   0.0 
   29 2016 10 19  6  0  -1.5  95.2   0.6    28 829.3   0.0 
   29 2016 10 19  7  0   0.3  91.6   0.8    68 829.5   0.0 
   29 2016 10 19  8  0   2.1  87.1   0.3   134 829.4   0.0 
   29 2016 10 19  9  0   5.4  77.7   0.8   383 829.0   0.0 
   29 2016 10 19 10  0   8.2  62.4   2.1   524 828.1   0.0 
   29 2016 10 19 11  0   8.0  56.7   5.0   265 827.1   0.0 
   29 2016 10 19 12  0   7.6  61.3   5.4   161 826.7   0.0 
   29 2016 10 19 13  0   7.7  66.3   5.5   276 826.4   0.0 
   29 2016 10 19 14  0   7.5  65.7   6.1   336 826.1   0.0 
   29 2016 10 19 15  0   6.2  67.8   4.4    98 826.0   0.0 
   29 2016 10 19 16  0   5.1  68.6   2.6    13 825.9   0.0 
   29 2016 10 19 17  0   3.8  73.5   2.1     0 826.0   0.0 
   29 2016 10 19 18  0   2.9  78.2   1.4     0 826.0   0.0 
   29 2016 10 19 19  0   1.9  84.0   0.8     0 825.9   0.0 
   29 2016 10 19 20  0   0.9  87.9   1.2     0 825.9   0.0 
   29 2016 10 19 21  0   0.1  89.8   1.2     0 825.7   0.0 
   29 2016 10 19 22  0   0.0  91.1   1.3     0 825.4   0.0 
   29 2016 10 19 23  0   0.0  90.8   0.9     0 825.2   0.0 
   29 2016 10 20  0  0  -0.6  91.4   1.0     0 825.0   0.0 
   29 2016 10 20  1  0  -2.0  93.3   0.9     0 824.8   0.0 
   29 2016 10 20  2  0  -2.3  93.9   0.8     0 824.4   0.0 
   29 2016 10 20  3  0  -1.4  92.7   0.7     0 824.2   0.0 
   29 2016 10 20  4  0  -0.9  91.5   1.0     0 824.0   0.0 
   29 2016 10 20  5  0  -1.2  92.4   0.8     0 824.1   0.0 
   29 2016 10 20  6  0  -2.2  93.1   0.8    15 824.4   0.0 
   29 2016 10 20  7  0  -2.4  91.8   1.0    45 824.6   0.0 
   29 2016 10 20  8  0   1.7  70.3   2.0   334 824.5   0.0 
   29 2016 10 20  9  0   4.1  48.0   3.0   503 824.4   0.0 
   29 2016 10 20 10  0   4.6  43.6   2.7   576 824.1   0.0 
   29 2016 10 20 11  0   5.6  35.7   3.1   601 823.6   0.0 
   29 2016 10 20 12  0   6.1  34.5   4.1   566 823.0   0.0 
   29 2016 10 20 13  0   5.6  36.7   4.4   382 822.8   0.0 
   29 2016 10 20 14  0   5.2  41.4   4.6   204 822.9   0.0 
   29 2016 10 20 15  0   4.6  42.4   2.6   155 823.2   0.0 
   29 2016 10 20 16  0   2.6  48.8   3.4     6 823.4   0.0 
   29 2016 10 20 17  0   0.9  57.4   3.7     0 823.7   0.0 
   29 2016 10 20 18  0  -2.4  71.9   1.6     0 823.8   0.0 
   29 2016 10 20 19  0  -3.9  78.3   1.4     0 824.0   0.0 
   29 2016 10 20 20  0  -4.5  81.7   1.3     0 824.2   0.0 
   29 2016 10 20 21  0  -4.4  82.4   0.7     0 824.2   0.0 
   29 2016 10 20 22  0  -5.4  86.3   0.7     0 824.1   0.0 
   29 2016 10 20 23  0  -5.9  86.4   0.7     0 824.1   0.0 
   29 2016 10 21  0  0  -6.2  88.0   1.0     0 824.0   0.0 
   29 2016 10 21  1  0  -6.8  89.1   0.7     0 823.9   0.0 
   29 2016 10 21  2  0  -8.0  90.0   0.6     0 823.6   0.0 
   29 2016 10 21  3  0  -7.2  89.4   0.9     0 823.5   0.0 
   29 2016 10 21  4  0  -8.2  89.2   0.8     0 823.5   0.0 
   29 2016 10 21  5  0  -7.7  90.7   0.8     0 823.5   0.0 
   29 2016 10 21  6  0  -7.9  89.7   0.5    15 823.8   0.0 
   29 2016 10 21  7  0  -7.2  88.8   0.9    58 824.0   0.0 
   29 2016 10 21  8  0  -3.7  81.4   1.0   231 823.8   0.0 
   29 2016 10 21  9  0  -0.3  70.5   1.0   422 823.5   0.0 
   29 2016 10 21 10  0   4.2  46.8   1.9   554 823.3   0.0 
   29 2016 10 21 11  0   5.1  40.9   4.3   271 822.9   0.0 
   29 2016 10 21 12  0   4.8  43.3   5.6   217 822.7   0.0 
   29 2016 10 21 13  0   4.4  47.9   6.0   194 822.7   0.0 
   29 2016 10 21 14  0   4.5  44.1   4.5   149 822.8   0.0 
   29 2016 10 21 15  0   4.0  44.5   4.3    86 823.1   0.0 
   29 2016 10 21 16  0   2.3  55.8   5.8    12 823.3   0.0 
   29 2016 10 21 17  0   0.4  65.9   5.6     0 823.9   0.0 
   29 2016 10 21 18  0  -1.7  76.4   2.7     0 824.4   0.0 
   29 2016 10 21 19  0  -3.9  81.6   0.8     0 824.8   0.0 
   29 2016 10 21 20  0  -4.2  83.9   0.9     0 824.9   0.0 
   29 2016 10 21 21  0  -5.1  85.3   0.8     0 825.2   0.0 
   29 2016 10 21 22  0  -5.6  86.8   1.0     0 825.3   0.0 
   29 2016 10 21 23  0  -6.2  88.1   0.8     0 825.3   0.0 
   29 2016 10 22  0  0  -6.2  89.6   0.7     0 825.2   0.0 
   29 2016 10 22  1  0  -7.3  92.0   0.6     0 825.1   0.0 
   29 2016 10 22  2  0  -8.0  91.4   0.8     0 824.8   0.0 
   29 2016 10 22  3  0  -7.9  91.4   0.5     0 824.8   0.0 
   29 2016 10 22  4  0  -8.4  91.4   0.8     0 824.9   0.0 
   29 2016 10 22  5  0  -8.6  91.6   0.6     0 824.9   0.0 
   29 2016 10 22  6  0  -7.9  90.9   0.8    12 825.0   0.0 
   29 2016 10 22  7  0  -6.7  89.3   0.6   100 825.2   0.0 
   29 2016 10 22  8  0  -3.6  85.7   0.5   309 825.0   0.0 
   29 2016 10 22  9  0   0.1  72.9   1.0   361 824.8   0.0 
   29 2016 10 22 10  0   4.5  49.7   5.0   395 824.5   0.0 
   29 2016 10 22 11  0   5.2  45.9   6.7   421 824.2   0.0 
   29 2016 10 22 12  0   6.1  46.8   7.8   608 824.1   0.0 
   29 2016 10 22 13  0   6.0  51.1   7.1   531 824.0   0.0 
   29 2016 10 22 14  0   4.9  56.9   6.8   354 824.1   0.0 
   29 2016 10 22 15  0   3.5  63.7   5.9   123 824.2   0.0 
   29 2016 10 22 16  0   1.7  76.5   5.1     5 824.7   0.0 
   29 2016 10 22 17  0   0.4  82.0   2.8     0 825.3   0.0 
   29 2016 10 22 18  0  -0.1  83.8   2.5     0 825.6   0.0 
   29 2016 10 22 19  0  -0.5  85.8   2.0     0 826.0   0.0 
   29 2016 10 22 20  0   1.1  80.0   2.6     0 826.2   0.0 
   29 2016 10 22 21  0   0.8  81.9   1.8     0 826.3   0.0 
   29 2016 10 22 22  0  -0.2  85.7   1.7     0 826.3   0.0 
   29 2016 10 22 23  0  -0.3  85.1   1.6     0 826.4   0.0 
   29 2016 10 23  0  0  -0.5  85.7   1.7     0 826.2   0.0 
   29 2016 10 23  1  0  -0.3  84.5   2.1     0 826.2   0.0 
   29 2016 10 23  2  0   0.5  79.9   2.3     0 826.0   0.0 
   29 2016 10 23  3  0   0.4  77.8   2.6     0 825.9   0.0 
   29 2016 10 23  4  0   0.9  77.4   2.5     0 826.2   0.0 
   29 2016 10 23  5  0  -1.0  76.9   1.3     0 826.5   0.0 
   29 2016 10 23  6  0  -2.1  78.4   1.1    19 826.6   0.0 
   29 2016 10 23  7  0  -1.8  81.0   0.9    61 827.0   0.0 
   29 2016 10 23  8  0   0.3  76.6   2.4   211 827.0   0.0 
   29 2016 10 23  9  0   3.3  61.3   2.3   149 827.1   0.0 
   29 2016 10 23 10  0   4.0  62.2   4.9   212 827.1   0.0 
   29 2016 10 23 11  0   4.0  65.5   4.9   201 827.0   0.0 
   29 2016 10 23 12  0   3.9  71.9   4.4   139 827.0   0.0 
   29 2016 10 23 13  0   3.6  76.2   4.2   110 827.2   0.0 
   29 2016 10 23 14  0   3.9  76.6   3.8    94 827.4   0.0 
   29 2016 10 23 15  0   3.5  79.1   3.6    32 827.4   0.0 
   29 2016 10 23 16  0   3.1  83.1   3.4     1 827.9   0.0 
   29 2016 10 23 17  0   2.9  84.5   3.2     0 828.5   0.0 
   29 2016 10 23 18  0   2.7  87.3   3.4     0 828.9   0.0 
   29 2016 10 23 19  0   2.7  90.4   2.9     0 829.1   0.0 
   29 2016 10 23 20  0   2.8  91.3   2.6     0 829.7   0.1 
   29 2016 10 23 21  0   3.1  90.8   3.3     0 830.0   0.0 
   29 2016 10 23 22  0   3.2  91.4   2.6     0 830.2   0.2 
   29 2016 10 23 23  0   3.5  91.6   3.1     0 830.4   0.1 
   29 2016 10 24  0  0   3.2  93.7   1.5     0 830.5   0.1 
