16:09:39   06.01.2017              Programm Climap                 MeteoSchweiz
Zeitangaben in UTC 0040 (UTC)  =  01:40 Uhr Winterzeit  =  02:40 Uhr Sommerzeit
Auswahlperiode: 06.12.2016 14:50  -  06.01.2017 14:50 UTC 32767 -> Keine Angabe
Anzahl Stationen  1
    29	Samedan                 1709 m.ü.M.	787210/ 155700
Anzahl Parameter  6
   261  Lufttemperatur 2 m über Boden; Stundenmittel  [°C]
   266  Relative Luftfeuchtigkeit 2 m über Boden; Stundenmittel  [%]
   283  Windgeschwindigkeit skalar; Stundenmittel  [m/s]
   269  Globalstrahlung; Stundenmittel  [W/m²]
   306  Luftdruck auf Stationshöhe (QFE); Stundenmittel  [hPa]
   267  Niederschlag; Stundensumme  [mm]

  STA JAHR MO TG HH MM   261   266   283   269   306   267
   29 2016 12  8 20  0  -6.3  70.5   1.2     0 842.3   0.0 
   29 2016 12  8 21  0  -7.3  73.5   1.0     0 842.3   0.0 
   29 2016 12  8 22  0  -6.5  72.8   0.8     0 842.5   0.0 
   29 2016 12  8 23  0  -6.8  75.0   0.6     0 842.3   0.0 
   29 2016 12  9  0  0  -6.9  73.6   0.6     0 841.9   0.0 
   29 2016 12  9  1  0  -8.7  79.4   1.0     0 841.5   0.0 
   29 2016 12  9  2  0  -8.6  77.7   1.1     0 841.3   0.0 
   29 2016 12  9  3  0  -9.1  78.2   0.9     0 841.0   0.0 
   29 2016 12  9  4  0 -10.4  81.0   1.0     0 840.8   0.0 
   29 2016 12  9  5  0  -9.6  78.0   0.5     0 841.0   0.0 
   29 2016 12  9  6  0 -10.3  79.5   1.1     0 841.2   0.0 
   29 2016 12  9  7  0 -10.2  78.7   0.9    11 841.5   0.0 
   29 2016 12  9  8  0  -9.3  78.8   0.5    72 841.8   0.0 
   29 2016 12  9  9  0  -4.6  70.1   0.4   277 841.8   0.0 
   29 2016 12  9 10  0  -0.6  59.1   0.5   347 841.6   0.0 
   29 2016 12  9 11  0   3.6  38.3   0.5   390 840.9   0.0 
   29 2016 12  9 12  0   5.6  30.6   0.7   302 840.2   0.0 
   29 2016 12  9 13  0   7.3  24.7   0.6   254 839.9   0.0 
   29 2016 12  9 14  0   6.4  29.8   0.9   106 839.8   0.0 
   29 2016 12  9 15  0   3.7  38.6   1.0    36 839.8   0.0 
   29 2016 12  9 16  0  -0.8  53.8   1.2     0 839.9   0.0 
   29 2016 12  9 17  0  -2.8  63.6   1.2     0 840.1   0.0 
   29 2016 12  9 18  0  -3.4  66.1   1.1     0 840.0   0.0 
   29 2016 12  9 19  0  -5.4  73.3   0.9     0 840.1   0.0 
   29 2016 12  9 20  0  -5.7  75.8   0.8     0 840.2   0.0 
   29 2016 12  9 21  0  -6.6  78.8   1.0     0 840.3   0.0 
   29 2016 12  9 22  0  -6.7  80.3   0.8     0 840.2   0.0 
   29 2016 12  9 23  0  -6.8  80.7   0.9     0 839.8   0.0 
   29 2016 12 10  0  0  -6.9  82.2   0.5     0 839.3   0.0 
   29 2016 12 10  1  0  -7.3  84.6   0.9     0 839.1   0.0 
   29 2016 12 10  2  0  -7.8  85.5   1.0     0 839.0   0.0 
   29 2016 12 10  3  0  -8.1  85.4   0.9     0 838.4   0.0 
   29 2016 12 10  4  0  -8.0  85.8   0.6     0 837.9   0.0 
   29 2016 12 10  5  0  -8.4  87.4   0.9     0 837.7   0.0 
   29 2016 12 10  6  0  -8.3  86.3   0.7     0 837.6   0.0 
   29 2016 12 10  7  0  -9.0  87.3   0.8     7 838.0   0.0 
   29 2016 12 10  8  0  -7.7  86.0   0.7    69 838.0   0.0 
   29 2016 12 10  9  0  -3.1  78.8   0.3   265 838.0   0.0 
   29 2016 12 10 10  0   1.2  61.5   0.5   341 837.5   0.0 
   29 2016 12 10 11  0   5.2  41.0   0.5   371 836.8   0.0 
   29 2016 12 10 12  0   8.2  29.6   0.4   349 836.1   0.0 
   29 2016 12 10 13  0   9.4  26.9   0.4   272 835.5   0.0 
   29 2016 12 10 14  0   7.6  31.6   1.3   158 835.3   0.0 
   29 2016 12 10 15  0   2.0  48.0   1.5    22 835.4   0.0 
   29 2016 12 10 16  0  -1.3  59.1   1.3     0 835.6   0.0 
   29 2016 12 10 17  0  -3.1  65.4   1.5     0 835.8   0.0 
   29 2016 12 10 18  0  -4.2  70.5   1.2     0 835.8   0.0 
   29 2016 12 10 19  0  -4.2  70.6   1.0     0 835.6   0.0 
   29 2016 12 10 20  0  -5.7  76.4   0.8     0 835.4   0.0 
   29 2016 12 10 21  0  -5.8  77.3   1.0     0 835.1   0.0 
   29 2016 12 10 22  0  -6.4  79.8   1.0     0 834.7   0.0 
   29 2016 12 10 23  0  -6.9  80.8   0.8     0 834.3   0.0 
   29 2016 12 11  0  0  -7.7  81.5   0.7     0 834.0   0.0 
   29 2016 12 11  1  0  -7.8  82.3   1.1     0 833.5   0.0 
   29 2016 12 11  2  0  -8.2  84.4   0.6     0 833.0   0.0 
   29 2016 12 11  3  0  -8.4  81.7   0.9     0 832.4   0.0 
   29 2016 12 11  4  0  -9.0  82.3   1.0     0 831.7   0.0 
   29 2016 12 11  5  0  -8.7  80.1   0.6     0 831.3   0.0 
   29 2016 12 11  6  0  -9.3  82.3   0.6     0 831.2   0.0 
   29 2016 12 11  7  0  -8.5  80.5   1.0    25 831.2   0.0 
   29 2016 12 11  8  0  -6.8  78.9   0.8    87 831.6   0.0 
   29 2016 12 11  9  0  -2.5  71.0   1.2   258 831.5   0.0 
   29 2016 12 11 10  0   2.0  54.9   1.1   385 830.8   0.0 
   29 2016 12 11 11  0   7.6  23.3   6.3   254 830.5   0.0 
   29 2016 12 11 12  0   6.7  25.9   4.9   187 830.0   0.0 
   29 2016 12 11 13  0   7.0  22.2   3.3   190 829.6   0.0 
   29 2016 12 11 14  0   6.3  26.5   2.8   145 829.4   0.0 
   29 2016 12 11 15  0   3.7  38.0   2.8    20 829.9   0.0 
   29 2016 12 11 16  0   0.5  48.9   3.8     0 830.1   0.0 
   29 2016 12 11 17  0  -3.5  64.1   1.9     0 830.2   0.0 
   29 2016 12 11 18  0  -4.3  66.5   1.1     0 830.5   0.0 
   29 2016 12 11 19  0  -5.9  73.8   1.8     0 830.7   0.0 
   29 2016 12 11 20  0  -5.7  72.1   1.1     0 830.3   0.0 
   29 2016 12 11 21  0  -6.4  74.3   1.2     0 830.3   0.0 
   29 2016 12 11 22  0  -7.1  76.1   1.2     0 830.3   0.0 
   29 2016 12 11 23  0  -7.4  77.3   1.1     0 830.3   0.0 
   29 2016 12 12  0  0  -7.7  77.2   1.2     0 829.7   0.0 
   29 2016 12 12  1  0  -7.8  77.0   1.2     0 829.4   0.0 
   29 2016 12 12  2  0  -5.9  67.1   1.6     0 829.1   0.0 
   29 2016 12 12  3  0  -4.9  59.9   1.5     0 829.4   0.0 
   29 2016 12 12  4  0  -2.9  54.8   1.9     0 829.2   0.0 
   29 2016 12 12  5  0  -2.1  53.8   1.7     0 829.3   0.0 
   29 2016 12 12  6  0  -1.2  51.1   1.2     0 829.6   0.0 
   29 2016 12 12  7  0  -0.2  52.4   1.6     5 830.2   0.0 
   29 2016 12 12  8  0   0.4  55.1   1.3    76 830.9   0.0 
   29 2016 12 12  9  0   2.1  48.7   2.5   234 831.1   0.0 
   29 2016 12 12 10  0   3.1  42.5   2.4   356 830.9   0.0 
   29 2016 12 12 11  0   3.5  39.4   3.2   365 830.9   0.0 
   29 2016 12 12 12  0   3.6  37.8   2.6   351 830.6   0.0 
   29 2016 12 12 13  0   3.6  36.4   2.1   274 830.7   0.0 
   29 2016 12 12 14  0   3.2  35.9   2.3   161 830.8   0.0 
   29 2016 12 12 15  0   0.4  45.6   2.9    21 831.1   0.0 
   29 2016 12 12 16  0  -1.9  52.3   2.0     0 831.8   0.0 
   29 2016 12 12 17  0  -4.6  62.9   1.1     0 832.4   0.0 
   29 2016 12 12 18  0  -6.4  71.6   1.0     0 832.8   0.0 
   29 2016 12 12 19  0  -7.8  75.4   1.3     0 833.1   0.0 
   29 2016 12 12 20  0  -8.1  75.6   1.1     0 833.3   0.0 
   29 2016 12 12 21  0  -9.0  77.1   1.1     0 833.6   0.0 
   29 2016 12 12 22  0 -10.8  81.2   0.8     0 833.9   0.0 
   29 2016 12 12 23  0 -11.1  81.2   0.8     0 834.0   0.0 
   29 2016 12 13  0  0 -11.6  82.4   1.4     0 834.0   0.0 
   29 2016 12 13  1  0 -12.6  83.6   0.6     0 834.0   0.0 
   29 2016 12 13  2  0 -13.0  84.7   0.9     0 834.0   0.0 
   29 2016 12 13  3  0 -13.1  82.9   0.8     0 833.9   0.0 
   29 2016 12 13  4  0 -13.8  84.8   0.7     0 834.0   0.0 
   29 2016 12 13  5  0 -13.6  82.3   1.1     0 834.1   0.0 
   29 2016 12 13  6  0 -13.9  82.6   0.7     0 834.5   0.0 
   29 2016 12 13  7  0 -13.6  81.5   1.2     6 835.0   0.0 
   29 2016 12 13  8  0 -12.9  80.7   0.5    63 835.2   0.0 
   29 2016 12 13  9  0  -8.2  75.6   0.4   263 835.2   0.0 
   29 2016 12 13 10  0  -4.2  66.9   0.5   337 834.8   0.0 
   29 2016 12 13 11  0  -0.8  42.5   0.8   367 834.2   0.0 
   29 2016 12 13 12  0   1.9  31.0   0.7   343 833.6   0.0 
   29 2016 12 13 13  0   3.2  27.9   0.5   241 833.5   0.0 
   29 2016 12 13 14  0   2.3  34.5   2.1   127 833.5   0.0 
   29 2016 12 13 15  0  -1.4  42.6   1.6    26 833.8   0.0 
   29 2016 12 13 16  0  -4.9  60.0   1.4     0 834.1   0.0 
   29 2016 12 13 17  0  -5.3  61.9   1.0     0 834.3   0.0 
   29 2016 12 13 18  0  -5.2  64.7   1.0     0 834.3   0.0 
   29 2016 12 13 19  0  -5.5  68.9   0.6     0 834.3   0.0 
   29 2016 12 13 20  0  -5.3  71.7   0.8     0 834.3   0.0 
   29 2016 12 13 21  0  -5.0  70.6   0.6     0 834.3   0.0 
   29 2016 12 13 22  0  -5.2  72.9   0.4     0 834.1   0.0 
   29 2016 12 13 23  0  -6.1  76.0   0.7     0 834.0   0.0 
   29 2016 12 14  0  0  -6.3  75.8   0.5     0 833.7   0.0 
   29 2016 12 14  1  0  -6.9  79.7   1.1     0 833.7   0.0 
   29 2016 12 14  2  0  -5.5  76.4   0.9     0 833.4   0.0 
   29 2016 12 14  3  0  -6.1  79.0   0.8     0 832.9   0.0 
   29 2016 12 14  4  0  -7.2  82.0   0.5     0 832.7   0.0 
   29 2016 12 14  5  0  -8.4  84.6   0.9     0 832.7   0.0 
   29 2016 12 14  6  0  -9.0  85.5   0.6     0 832.7   0.0 
   29 2016 12 14  7  0  -9.2  85.6   0.7     6 832.8   0.0 
   29 2016 12 14  8  0  -7.9  83.6   0.7    59 833.0   0.0 
   29 2016 12 14  9  0  -5.4  79.0   0.7   251 833.1   0.0 
   29 2016 12 14 10  0  -1.7  61.6   0.6   332 832.7   0.0 
   29 2016 12 14 11  0   1.6  46.0   0.4   363 832.3   0.0 
   29 2016 12 14 12  0   4.0  37.3   0.8   341 831.6   0.0 
   29 2016 12 14 13  0   4.9  35.0   0.9   268 831.4   0.0 
   29 2016 12 14 14  0   3.6  41.1   1.2   152 831.4   0.0 
   29 2016 12 14 15  0  -1.4  57.0   1.3    21 831.7   0.0 
   29 2016 12 14 16  0  -4.2  67.1   0.8     0 832.1   0.0 
   29 2016 12 14 17  0  -4.6  69.5   0.9     0 832.4   0.0 
   29 2016 12 14 18  0  -5.7  74.7   0.8     0 832.7   0.0 
   29 2016 12 14 19  0  -7.0  79.2   0.9     0 833.1   0.0 
   29 2016 12 14 20  0  -8.5  83.2   1.1     0 833.1   0.0 
   29 2016 12 14 21  0  -9.0  83.1   0.8     0 833.3   0.0 
   29 2016 12 14 22  0  -9.5  85.3   0.7     0 833.6   0.0 
   29 2016 12 14 23  0  -9.6  86.0   0.8     0 833.8   0.0 
   29 2016 12 15  0  0 -10.5  87.4   0.9     0 833.8   0.0 
   29 2016 12 15  1  0 -10.7  89.3   0.5     0 833.8   0.0 
   29 2016 12 15  2  0 -11.1  87.3   1.1     0 834.1   0.0 
   29 2016 12 15  3  0 -11.8  88.4   0.7     0 834.0   0.0 
   29 2016 12 15  4  0 -11.6  88.7   0.9     0 833.7   0.0 
   29 2016 12 15  5  0 -11.8  88.0   0.7     0 833.7   0.0 
   29 2016 12 15  6  0 -12.1  87.0   0.7     0 833.9   0.0 
   29 2016 12 15  7  0 -12.1  86.0   0.9     6 834.1   0.0 
   29 2016 12 15  8  0 -11.5  88.9   0.5    58 834.4   0.0 
   29 2016 12 15  9  0  -7.7  86.7   0.4   262 834.7   0.0 
   29 2016 12 15 10  0  -4.2  77.9   0.6   344 834.3   0.0 
   29 2016 12 15 11  0  -0.8  56.5   0.7   374 833.7   0.0 
   29 2016 12 15 12  0   1.8  42.4   0.7   351 833.1   0.0 
   29 2016 12 15 13  0   3.9  36.3   0.4   275 832.8   0.0 
   29 2016 12 15 14  0   2.7  35.9   2.0   158 832.7   0.0 
   29 2016 12 15 15  0  -1.5  45.5   1.8    22 833.0   0.0 
   29 2016 12 15 16  0  -4.0  55.2   1.3     0 833.3   0.0 
   29 2016 12 15 17  0  -5.9  64.0   1.0     0 833.5   0.0 
   29 2016 12 15 18  0  -7.5  69.7   0.9     0 833.8   0.0 
   29 2016 12 15 19  0  -7.8  71.6   1.3     0 833.9   0.0 
   29 2016 12 15 20  0  -9.7  78.0   0.6     0 833.9   0.0 
   29 2016 12 15 21  0  -9.8  77.3   1.2     0 834.1   0.0 
   29 2016 12 15 22  0 -10.5  79.9   0.9     0 834.3   0.0 
   29 2016 12 15 23  0 -10.8  81.3   1.0     0 834.3   0.0 
   29 2016 12 16  0  0 -11.4  82.2   0.9     0 834.1   0.0 
   29 2016 12 16  1  0 -11.9  84.1   1.0     0 834.3   0.0 
   29 2016 12 16  2  0 -11.5  84.1   1.0     0 834.3   0.0 
   29 2016 12 16  3  0 -12.4  83.9   0.8     0 834.3   0.0 
   29 2016 12 16  4  0 -12.7  85.8   0.9     0 834.3   0.0 
   29 2016 12 16  5  0 -12.6  84.5   0.9     0 834.4   0.0 
   29 2016 12 16  6  0 -12.6  85.4   0.5     0 834.6   0.0 
   29 2016 12 16  7  0 -13.0  86.1   0.9     5 834.9   0.0 
   29 2016 12 16  8  0 -12.5  85.8   0.5    56 835.3   0.0 
   29 2016 12 16  9  0  -8.9  80.9   0.6   261 835.6   0.0 
   29 2016 12 16 10  0  -5.1  67.3   0.5   344 835.5   0.0 
   29 2016 12 16 11  0  -1.6  50.6   0.5   377 835.3   0.0 
   29 2016 12 16 12  0   1.0  40.2   0.5   355 835.2   0.0 
   29 2016 12 16 13  0   2.6  35.8   0.7   279 835.3   0.0 
   29 2016 12 16 14  0   0.8  40.3   1.9   160 835.8   0.0 
   29 2016 12 16 15  0  -3.1  45.5   2.4    22 836.4   0.0 
   29 2016 12 16 16  0  -5.8  56.6   0.9     0 837.3   0.0 
   29 2016 12 16 17  0  -7.4  62.0   1.4     0 838.0   0.0 
   29 2016 12 16 18  0  -9.3  69.4   1.5     0 838.8   0.0 
   29 2016 12 16 19  0 -10.2  71.5   1.2     0 839.3   0.0 
   29 2016 12 16 20  0 -11.0  74.4   1.3     0 839.8   0.0 
   29 2016 12 16 21  0 -11.9  76.0   1.1     0 840.3   0.0 
   29 2016 12 16 22  0 -12.7  76.8   1.5     0 840.8   0.0 
   29 2016 12 16 23  0 -12.6  77.3   0.8     0 841.0   0.0 
   29 2016 12 17  0  0 -13.3  78.8   0.8     0 841.1   0.0 
   29 2016 12 17  1  0 -14.2  81.1   1.0     0 841.3   0.0 
   29 2016 12 17  2  0 -13.7  78.3   1.1     0 841.6   0.0 
   29 2016 12 17  3  0 -14.4  80.4   0.7     0 841.7   0.0 
   29 2016 12 17  4  0 -14.1  79.2   1.0     0 841.6   0.0 
   29 2016 12 17  5  0 -14.6  80.6   0.7     0 841.7   0.0 
   29 2016 12 17  6  0 -14.5  78.8   0.9     0 841.9   0.0 
   29 2016 12 17  7  0 -14.6  79.4   0.7     5 842.4   0.0 
   29 2016 12 17  8  0 -14.2  81.2   0.5    53 842.8   0.0 
   29 2016 12 17  9  0  -9.6  74.0   0.3   250 842.9   0.0 
   29 2016 12 17 10  0  -5.5  60.7   0.5   344 842.5   0.0 
   29 2016 12 17 11  0  -2.0  39.3   0.5   355 842.0   0.0 
   29 2016 12 17 12  0   0.7  30.1   0.5   347 841.8   0.0 
   29 2016 12 17 13  0   2.3  26.1   0.4   272 841.6   0.0 
   29 2016 12 17 14  0   2.4  28.8   0.7   179 841.7   0.0 
   29 2016 12 17 15  0  -1.7  38.5   1.5    34 841.8   0.0 
   29 2016 12 17 16  0  -5.5  52.4   0.7     0 842.1   0.0 
   29 2016 12 17 17  0  -5.9  51.6   1.0     0 842.3   0.0 
   29 2016 12 17 18  0  -7.7  59.7   0.9     0 842.5   0.0 
   29 2016 12 17 19  0  -8.5  63.1   0.8     0 842.6   0.0 
   29 2016 12 17 20  0  -9.6  66.1   1.2     0 842.8   0.0 
   29 2016 12 17 21  0 -10.7  67.7   0.8     0 842.8   0.0 
   29 2016 12 17 22  0 -12.2  74.0   0.8     0 842.7   0.0 
   29 2016 12 17 23  0 -11.8  72.2   1.2     0 842.6   0.0 
   29 2016 12 18  0  0 -12.5  73.6   0.5     0 842.1   0.0 
   29 2016 12 18  1  0 -12.9  75.6   0.5     0 841.8   0.0 
   29 2016 12 18  2  0 -14.4  79.2   0.8     0 841.5   0.0 
   29 2016 12 18  3  0 -14.2  79.2   0.9     0 841.4   0.0 
   29 2016 12 18  4  0 -13.7  77.9   0.9     0 841.0   0.0 
   29 2016 12 18  5  0 -14.3  80.0   0.8     0 840.7   0.0 
   29 2016 12 18  6  0 -14.4  78.9   0.8     0 840.3   0.0 
   29 2016 12 18  7  0 -14.6  81.5   0.9     5 840.2   0.0 
   29 2016 12 18  8  0 -14.0  79.1   0.6    52 840.1   0.0 
   29 2016 12 18  9  0  -9.5  71.1   0.5   252 839.9   0.0 
   29 2016 12 18 10  0  -6.1  58.5   1.1   335 839.2   0.0 
   29 2016 12 18 11  0  -2.8  36.6   0.9   371 838.2   0.0 
   29 2016 12 18 12  0   0.2  30.4   0.6   351 837.2   0.0 
   29 2016 12 18 13  0   1.5  33.3   1.0   288 836.4   0.0 
   29 2016 12 18 14  0   1.0  38.6   0.7   113 835.9   0.0 
   29 2016 12 18 15  0  -1.6  44.8   1.3    19 835.6   0.0 
   29 2016 12 18 16  0  -2.8  51.8   1.2     0 835.4   0.0 
   29 2016 12 18 17  0  -3.2  55.3   1.4     0 835.0   0.0 
   29 2016 12 18 18  0  -2.6  55.7   2.1     0 834.7   0.0 
   29 2016 12 18 19  0  -3.2  59.5   0.7     0 834.2   0.0 
   29 2016 12 18 20  0  -4.0  65.5   0.8     0 833.7   0.0 
   29 2016 12 18 21  0  -4.4  68.6   0.8     0 833.2   0.0 
   29 2016 12 18 22  0  -4.4  72.8   0.8     0 832.9   0.0 
   29 2016 12 18 23  0  -3.9  75.1   1.0     0 832.5   0.0 
   29 2016 12 19  0  0  -3.9  82.5   0.7     0 832.1   0.0 
   29 2016 12 19  1  0  -4.5  81.6   1.2     0 831.7   0.0 
   29 2016 12 19  2  0  -3.6  66.5   4.2     0 831.8   0.0 
   29 2016 12 19  3  0  -4.8  81.5   3.6     0 831.7   0.0 
   29 2016 12 19  4  0  -5.2  86.5   1.7     0 831.5   0.1 
   29 2016 12 19  5  0  -5.6  89.9   0.8     0 831.5   0.0 
   29 2016 12 19  6  0  -5.4  90.4   0.7     0 831.8   0.1 
   29 2016 12 19  7  0  -5.3  89.3   1.7     5 831.8   0.0 
   29 2016 12 19  8  0  -6.9  91.3   2.9    32 831.6   0.0 
   29 2016 12 19  9  0  -6.1  87.7   1.0   104 832.2   0.0 
   29 2016 12 19 10  0  -4.3  80.4   0.7   178 832.1   0.0 
   29 2016 12 19 11  0  -2.9  70.7   0.8   197 831.9   0.0 
   29 2016 12 19 12  0  -1.4  60.6   1.5   321 831.5   0.0 
   29 2016 12 19 13  0  -1.1  62.1   3.7   208 831.5   0.0 
   29 2016 12 19 14  0  -1.9  63.2   2.6    95 831.9   0.0 
   29 2016 12 19 15  0  -3.4  64.0   1.7    16 832.1   0.0 
   29 2016 12 19 16  0  -4.3  70.3   2.5     0 832.8   0.0 
   29 2016 12 19 17  0  -7.2  80.9   1.1     0 833.2   0.0 
   29 2016 12 19 18  0  -8.2  81.6   1.1     0 833.8   0.0 
   29 2016 12 19 19  0 -10.4  89.4   0.6     0 834.2   0.0 
   29 2016 12 19 20  0 -11.3  87.6   0.7     0 834.4   0.0 
   29 2016 12 19 21  0 -11.9  88.4   0.8     0 834.5   0.0 
   29 2016 12 19 22  0 -12.4  88.6   0.8     0 834.8   0.0 
   29 2016 12 19 23  0 -12.5  88.1   0.6     0 834.9   0.0 
   29 2016 12 20  0  0 -12.6  88.9   0.6     0 834.4   0.0 
   29 2016 12 20  1  0 -12.4  88.0   0.7     0 834.1   0.0 
   29 2016 12 20  2  0 -11.4  88.0   0.5     0 834.0   0.0 
   29 2016 12 20  3  0 -11.5  87.5   0.8     0 833.7   0.0 
   29 2016 12 20  4  0 -10.4  87.1   0.8     0 833.2   0.0 
   29 2016 12 20  5  0  -9.8  88.0   0.5     0 833.1   0.0 
   29 2016 12 20  6  0 -10.0  86.9   0.6     0 833.0   0.0 
   29 2016 12 20  7  0  -8.9  86.2   0.7     7 833.3   0.0 
   29 2016 12 20  8  0  -7.5  90.2   0.8    65 833.2   0.0 
   29 2016 12 20  9  0  -5.3  85.0   0.8   185 833.1   0.0 
   29 2016 12 20 10  0  -3.5  77.5   0.6   181 832.8   0.0 
   29 2016 12 20 11  0  -1.2  73.8   0.7   223 832.3   0.0 
   29 2016 12 20 12  0  -0.4  74.6   1.0   174 831.9   0.0 
   29 2016 12 20 13  0   0.7  71.4   2.0   170 831.7   0.0 
   29 2016 12 20 14  0   1.2  70.9   0.8    60 831.7   0.0 
   29 2016 12 20 15  0   0.6  77.2   1.1    11 831.8   0.0 
   29 2016 12 20 16  0   0.3  79.0   1.3     0 832.0   0.0 
   29 2016 12 20 17  0   0.5  80.4   1.7     0 832.3   0.0 
   29 2016 12 20 18  0  -0.4  85.2   0.8     0 832.6   0.0 
   29 2016 12 20 19  0  -1.5  87.0   0.7     0 832.8   0.0 
   29 2016 12 20 20  0  -2.1  89.1   1.0     0 833.2   0.0 
   29 2016 12 20 21  0  -2.4  89.5   0.9     0 833.5   0.0 
   29 2016 12 20 22  0  -2.5  90.0   0.9     0 833.7   0.0 
   29 2016 12 20 23  0  -3.1  91.6   0.5     0 833.9   0.0 
   29 2016 12 21  0  0  -2.7  91.2   0.6     0 833.9   0.0 
   29 2016 12 21  1  0  -2.9  91.0   0.9     0 834.2   0.0 
